ID	adj.P.Val	P.Value	logFC	Gene.symbol
237015_at	0.829	0.3278432	-0.07295328	LOC105371352
210136_at	0.829	0.32788645	-0.28238468	MBP
200719_at	0.829	0.32790224	0.13621645	SKP1
221516_s_at	0.829	0.32790361	0.19378754	MIEF1
240384_at	0.829	0.32792481	0.07178566	
232921_at	0.829	0.32792971	-0.07084632	KIAA1549
229594_at	0.829	0.32796592	0.09788943	SPTY2D1
233002_at	0.829	0.32796854	0.14905151	PPP4R4
201255_x_at	0.829	0.32797111	-0.20221751	BAG6
1552673_at	0.829	0.32797193	-0.04971236	RFX6
215467_x_at	0.829	0.32798766	-0.12463614	LOC647070
242110_at	0.829	0.32800448	0.30816458	
1559467_at	0.829	0.32801718	0.14449468	
224214_at	0.829	0.32803568	0.04750146	
219838_at	0.829	0.32804338	-0.15651364	TTC23
214604_at	0.829	0.32808836	-0.07345022	HOXD11
206724_at	0.829	0.32809193	-0.09798926	CBX4
213354_s_at	0.829	0.32814117	-0.06202073	NR2F6
221941_at	0.829	0.32817574	-0.1712292	PAOX
200656_s_at	0.829	0.32819902	-0.21387652	P4HB
226800_at	0.829	0.32820368	-0.11649886	EFCAB7
240910_at	0.829	0.32823225	-0.15944901	
221181_at	0.829	0.3282756	-0.10189294	
228546_at	0.829	0.32829185	-0.05304995	DPP6
207119_at	0.829	0.32829575	-0.05328782	PRKG1
230706_s_at	0.829	0.32833226	-0.0982249	CAMK2N2
216759_at	0.829	0.32836906	-0.06126272	HRASLS2
209383_at	0.829	0.32837499	-0.10105863	DDIT3
218765_at	0.829	0.32839293	-0.10629441	SIDT2
1562826_at	0.829	0.32841446	0.11232491	PLCE1-AS2
201288_at	0.829	0.32841749	0.15369676	ARHGDIB
227043_at	0.829	0.32844934	-0.10153009	CCDC159
217157_x_at	0.829	0.3284789	0.22108568	IGK///IGKC
234749_s_at	0.829	0.32848719	-0.11958978	POC1A
1554732_at	0.829	0.32849091	0.0769855	LOC728175
220786_s_at	0.829	0.32849765	0.20519068	SLC38A4
209988_s_at	0.829	0.32852173	-0.91166855	ASCL1
239241_at	0.829	0.32854331	-0.08528379	LOC101928424
225035_x_at	0.829	0.32857711	-0.21514291	LOC102723897///MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P
207466_at	0.83	0.3286609	-0.0589158	GAL
1556578_a_at	0.83	0.32871583	-0.06474147	FLJ31945
236594_at	0.83	0.32873648	-0.09383773	LLGL1
1565748_at	0.83	0.32877261	-0.07647932	IPO5P1
216853_x_at	0.83	0.32877575	-0.16372403	IGLJ3
227141_at	0.83	0.32879573	0.13993586	TYW3
221674_s_at	0.83	0.32881065	-0.07137066	CHRD
1570469_at	0.83	0.32881072	-0.06674517	
220336_s_at	0.83	0.32883191	-0.08432622	GP6
237505_at	0.83	0.3288339	-0.10640736	
238261_at	0.83	0.32883563	-0.11079892	
1556921_at	0.83	0.32885239	-0.06832293	LOC101927138
204852_s_at	0.83	0.3288703	0.09485654	PTPN7
241343_at	0.83	0.3288794	0.2025917	RNASEH1
209391_at	0.83	0.32890268	-0.25367683	DPM2
216195_at	0.83	0.32892069	0.0814207	ANK2
234671_at	0.83	0.3289236	-0.11559991	KRTAP4-2
225002_s_at	0.83	0.32894128	0.17308938	SUMF2
232368_at	0.83	0.32897352	-0.09187617	TRAPPC3L
1556201_at	0.83	0.32904155	-0.06573496	RNASET2
226415_at	0.83	0.32904644	-0.0887247	VAT1L
237271_at	0.83	0.32907573	-0.08510685	C7orf77
243411_at	0.83	0.32910303	0.09196304	POLDIP3
221124_s_at	0.83	0.32910628	-0.09883153	VSX1
1562864_at	0.83	0.32911273	-0.08109854	PACRG-AS2
1557832_at	0.83	0.32911506	0.26652867	LOC101926960
210537_s_at	0.83	0.32921789	0.07217	TADA2A
223641_at	0.83	0.32922075	0.08919446	
59437_at	0.83	0.32923304	-0.08092911	C9orf116
211769_x_at	0.83	0.32924386	0.15644439	SERINC3
201249_at	0.83	0.32927044	0.08963258	SLC2A1
217581_at	0.83	0.32927647	-0.08478059	
229852_at	0.83	0.32931238	-0.07383033	NMNAT1
221203_s_at	0.83	0.32933497	-0.1154541	YEATS2
242922_at	0.83	0.32933704	-0.10574416	NOMO3
210693_at	0.83	0.32934624	0.06928193	SPPL2B
1555445_at	0.83	0.32938733	-0.07635626	CA8
236856_x_at	0.83	0.32944613	-0.10293155	
229434_at	0.83	0.32951977	0.31595496	
207209_at	0.83	0.32953276	-0.07852996	CETN1
204614_at	0.83	0.32955616	-0.40193919	SERPINB2
238428_at	0.83	0.32958792	-0.07326375	KCNJ15
236033_at	0.83	0.32961917	-0.15460739	ASB12
227970_at	0.83	0.32964563	0.15045871	GPR157
1561257_at	0.831	0.32968647	-0.06768008	LOC286083
229623_at	0.831	0.32969625	-0.18424377	TMEM150C
1555695_a_at	0.831	0.32973146	-0.13887453	CLRN1
234928_x_at	0.831	0.32981746	-0.09695826	RUNX3
209202_s_at	0.831	0.32982181	-0.12688609	EXTL3
240846_at	0.831	0.32985288	-0.08929039	PCBD2
237480_at	0.831	0.32986703	-0.07562097	
1569831_at	0.831	0.32988446	-0.06374154	
207311_at	0.831	0.32990245	-0.08517522	DOC2B
226905_at	0.831	0.32991965	0.26784724	FAM101B
1556136_at	0.831	0.32992369	-0.0906359	MYLK4
225169_at	0.831	0.32992492	-0.0836406	INTS4
1563975_at	0.831	0.32993485	-0.09661507	RNF130
230073_at	0.831	0.3299538	-0.12524726	CCDC18-AS1
1565602_at	0.831	0.32996907	-0.07381709	PCDH9
244390_at	0.831	0.33000551	0.07425726	
1556989_at	0.831	0.33001376	0.20975646	
1562424_at	0.831	0.33002012	-0.0624994	LOC285889
202437_s_at	0.831	0.33007026	0.37429197	CYP1B1
213105_s_at	0.831	0.33007666	-0.14684907	TSR3
203511_s_at	0.831	0.33009384	0.13706731	TRAPPC3
241771_at	0.831	0.33015197	-0.07154585	RIMBP2
1568126_at	0.831	0.33020329	0.05317615	ANXA2
219912_s_at	0.831	0.33020724	0.07944033	ENPP3
233082_at	0.831	0.33026489	-0.07773677	ZNF630
207035_at	0.831	0.3302669	-0.11165115	SLC30A3
234547_at	0.831	0.33029492	-0.05080811	
1555923_a_at	0.831	0.33029798	-0.12582215	CASC10
1553248_at	0.831	0.33031882	-0.10873904	CCDC57
224185_at	0.831	0.33038394	0.0951203	
242027_at	0.831	0.33042074	0.06712312	
223045_at	0.831	0.33043216	0.10223617	EGLN1
242800_at	0.831	0.33043951	0.06986225	NHS
212860_at	0.831	0.33044013	0.12444387	ZDHHC18
233862_at	0.831	0.33044901	-0.10798387	
216358_at	0.831	0.33045895	-0.1219579	
230910_s_at	0.831	0.33046114	-0.07612175	LOC100288181
220557_s_at	0.831	0.33046155	-0.07180265	PACS1
200785_s_at	0.831	0.33046181	-0.16229173	LRP1
225410_at	0.831	0.33046264	-0.12488156	COA5
226934_at	0.831	0.33046536	0.19088354	CPSF6
217778_at	0.831	0.33048602	0.12214126	SLC39A1
241169_at	0.831	0.33049685	-0.06128726	
201706_s_at	0.831	0.33050335	0.19923021	PEX19
1560080_at	0.831	0.33050983	-0.0565504	DIAPH1
220127_s_at	0.831	0.3305299	0.12231854	FBXL12
1557566_at	0.831	0.33053561	0.04391199	LOC100507634
209191_at	0.831	0.33053949	0.4853264	TUBB6
221692_s_at	0.831	0.33065547	-0.11315862	MRPL34
1561198_at	0.831	0.33066003	-0.0592719	LOC100506127
230998_at	0.831	0.33067912	-0.11620268	CBX3
1564232_at	0.831	0.33069885	0.07437981	
207861_at	0.831	0.33070597	0.11257953	CCL22
207881_at	0.831	0.33072263	0.06512233	
220974_x_at	0.831	0.33073587	-0.10749458	SFXN3
217119_s_at	0.831	0.33076259	0.1126621	CXCR3
232504_at	0.831	0.33077356	-0.06777028	MIR146A
1560874_at	0.831	0.33079169	-0.12739101	CRACR2A
232503_at	0.831	0.33080484	0.07458011	
237413_at	0.831	0.33081855	-0.05745917	MAPK10
240410_at	0.831	0.33085995	0.11106618	
236402_at	0.831	0.33086454	0.14644286	BRAF
243227_at	0.831	0.33089918	-0.09265936	
219554_at	0.831	0.33093914	-0.08750189	RHCG
203558_at	0.831	0.33095518	-0.09167141	CUL7
1567254_at	0.831	0.33096754	-0.07940139	OR10D1P
234012_at	0.831	0.33097407	-0.09345129	
206347_at	0.831	0.33100246	-0.089178	PDK3
226825_s_at	0.831	0.3310171	0.39368273	TMEM165
229333_at	0.831	0.33104083	-0.11260587	GMPS
234378_at	0.831	0.33105147	-0.07372587	
209888_s_at	0.831	0.33105261	-0.08616907	MYL1
243364_at	0.831	0.33105925	-0.06848273	AUTS2
238961_s_at	0.831	0.33106194	-0.07696017	FNDC3A
209867_s_at	0.831	0.33107786	-0.08101692	ADGRL3
241447_at	0.831	0.33108473	-0.09484331	ING5
227111_at	0.831	0.33110475	0.1015437	ZBTB34
229084_at	0.831	0.3311331	-0.09407115	CNTN4
221333_at	0.831	0.33113872	-0.10423283	FOXP3
1561662_at	0.831	0.33115875	-0.08073791	
216306_x_at	0.831	0.33117045	0.13536387	MIR4745///PTBP1
218492_s_at	0.831	0.3312065	-0.11498576	THAP7
221243_s_at	0.831	0.33127962	-0.07966966	PRO1596
1566432_at	0.831	0.33132295	-0.0665055	
225077_at	0.831	0.33133966	0.15444267	CHD2
45653_at	0.831	0.33136339	-0.07867686	KCTD13
240144_at	0.831	0.33137163	-0.11688079	DNASE1
1557319_at	0.831	0.33138213	-0.11232633	
208071_s_at	0.831	0.33139706	-0.07607086	LAIR1
227598_at	0.832	0.33142089	0.20368147	ZBED6CL
202298_at	0.832	0.33146421	0.0779414	NDUFA1
228024_at	0.832	0.33148441	0.11821302	VPS37A
231635_x_at	0.832	0.33149304	-0.10065532	RNF31
204594_s_at	0.832	0.33153238	0.23134411	MIEF1
1555819_s_at	0.832	0.33154643	0.07013069	SAMD14
230275_at	0.832	0.33159311	-0.08378841	ARSI
213172_at	0.832	0.33159661	0.05227931	TTC9
217740_x_at	0.832	0.33163528	-0.0988773	SNORD24///SNORD36A///SNORD36B///RPL7A
212325_at	0.832	0.33167151	0.18801385	LIMCH1
203999_at	0.832	0.33170859	-0.07567905	SYT1
215507_x_at	0.832	0.33171532	-0.06778724	RAB22A
200045_at	0.832	0.331733	0.12431519	ABCF1
1561537_at	0.832	0.33175381	0.12340323	OGFRP1
208353_x_at	0.832	0.33175481	0.11475978	ANK1
227956_at	0.832	0.33177736	-0.08895303	ITPRIPL2
231199_at	0.832	0.3317971	0.358072	
206614_at	0.832	0.33180196	-0.10396154	GDF5
227385_at	0.832	0.33181099	0.19228334	PLPP6
241121_at	0.832	0.33184845	-0.09299034	
205087_at	0.832	0.33194861	0.2108906	RWDD3
204926_at	0.832	0.33195096	-0.0765149	INHBA
208637_x_at	0.832	0.33196891	-0.17916109	ACTN1
218627_at	0.832	0.33197382	0.17186441	DRAM1
244036_at	0.832	0.3320105	0.0798039	
206184_at	0.832	0.3320127	0.08738256	CRKL
208640_at	0.832	0.33202261	0.07442764	RAC1
231640_at	0.832	0.33204563	0.21663751	LYRM5
228925_at	0.832	0.33204906	0.0879011	
1568777_at	0.832	0.33204991	0.06397733	EML5
240039_at	0.832	0.33205122	-0.0948506	PLA2R1
216797_at	0.832	0.33206721	-0.10363013	
223055_s_at	0.832	0.33207156	-0.088621	XPO5
230298_at	0.832	0.33209529	-0.14289441	MBLAC2
1556425_a_at	0.832	0.33210447	-0.11094836	LOC284219
223385_at	0.832	0.33212553	-0.09100828	CYP2S1
231254_at	0.832	0.33213553	-0.07727803	
239004_at	0.832	0.33214164	-0.08564055	SQSTM1
205597_at	0.832	0.33214251	-0.07422987	SLC44A4
200971_s_at	0.832	0.33219918	-0.12503675	SERP1
225885_at	0.832	0.33221279	0.21291666	EEA1
207350_s_at	0.832	0.33222533	0.08368449	VAMP4
235533_at	0.832	0.33222593	-0.07703089	COX19
214621_at	0.832	0.33225715	0.1323271	GYS2
240243_at	0.832	0.33228081	-0.07259591	
237887_at	0.832	0.33228827	-0.07992726	
1558626_at	0.832	0.33229199	-0.06497754	
214042_s_at	0.832	0.33232472	0.10342506	RPL22
241104_at	0.832	0.33233502	-0.11626529	
204144_s_at	0.832	0.33238719	-0.13158236	PIGQ
225839_at	0.832	0.33244252	0.16690665	RBM33
243926_at	0.832	0.33245859	0.07938132	
229238_at	0.832	0.33246907	-0.16381222	C17orf97
1557867_s_at	0.832	0.33252612	-0.09607269	CFAP157
1566448_at	0.832	0.3325343	-0.09680527	CD6
231343_at	0.832	0.33254668	-0.06155995	
220743_at	0.832	0.33258803	-0.09527979	C16orf72
243307_at	0.832	0.33263141	0.07447696	
217506_at	0.832	0.3326406	0.28663756	
233524_at	0.832	0.33264437	-0.12492588	LINC00475
209704_at	0.832	0.33264687	0.09882465	MTF2
213921_at	0.832	0.33265504	-0.0678867	SST
215908_at	0.832	0.33266747	-0.15077182	
228573_at	0.832	0.33268907	-0.18786251	ANTXR2
1564190_x_at	0.832	0.33269654	-0.07319921	ZNF519
215670_s_at	0.832	0.33271126	-0.07997782	SCAND2P
239274_at	0.832	0.33272858	0.15523522	
218066_at	0.832	0.3327315	-0.09815742	SLC12A7
1558041_a_at	0.832	0.33273505	0.10293203	KIAA0895L
214234_s_at	0.832	0.33277515	0.22127053	CYP3A5
216516_at	0.832	0.3327911	-0.06872089	
221528_s_at	0.832	0.33279613	0.11546667	ELMO2
1559601_at	0.832	0.33279821	-0.05245711	USF3
1558381_a_at	0.832	0.33279892	-0.09014312	TMEM147-AS1
1567681_at	0.832	0.33282086	-0.0650912	SNORA74A
1557276_at	0.832	0.33283044	-0.09551084	LINC01016
230474_at	0.832	0.33284208	0.10584207	UBIAD1
1561061_at	0.832	0.33285895	-0.07630488	LOC729506
228299_at	0.832	0.33289529	0.09982639	KCTD20
215614_at	0.832	0.33291755	-0.09074107	
224723_x_at	0.832	0.33293271	0.08129302	LINC00998
217544_at	0.832	0.33296434	0.06571436	MIR3916
232889_at	0.832	0.33302315	0.35648904	
221532_s_at	0.832	0.33302952	0.12202633	WDR61
237634_at	0.832	0.33303219	-0.07322107	
234619_at	0.832	0.33312383	0.05608165	
213409_s_at	0.832	0.33312755	0.30756505	RHEB
213736_at	0.832	0.33313236	0.09229939	COX5B
238392_at	0.832	0.33314468	-0.06295698	
206036_s_at	0.833	0.33320246	0.33790926	REL
240250_at	0.833	0.33321327	-0.06565171	
207383_s_at	0.833	0.33321555	-0.06515221	RHBDL1
218489_s_at	0.833	0.33323023	0.19678772	ALAD
241377_s_at	0.833	0.33324995	-0.10643119	MIB2
213796_at	0.833	0.33331511	0.07406102	SPRR1A
238683_at	0.833	0.33337813	-0.12461298	ZNF524
228403_at	0.833	0.33339688	0.14847314	ENHO
235205_at	0.833	0.33340849	-0.10577655	OXR1
218545_at	0.833	0.33342568	-0.14808498	CCDC91
237931_at	0.833	0.33343659	-0.08872345	
217867_x_at	0.833	0.33344077	-0.13584959	BACE2
206428_s_at	0.833	0.33345633	0.08023808	ZNF143
1564459_at	0.833	0.33345993	0.05768936	DDC-AS1
207281_x_at	0.833	0.33346022	-0.09165255	VCX2
222796_at	0.833	0.33347268	-0.1286137	ATP5J2-PTCD1///PTCD1
215866_at	0.833	0.33349224	-0.08581262	
243703_x_at	0.833	0.33351534	-0.06647166	LIPE-AS1
212834_at	0.833	0.33352448	0.1246632	DDX52
1555881_s_at	0.833	0.33353892	-0.08874264	LZTS2
202197_at	0.833	0.33356397	0.10144953	MTMR3
210290_at	0.833	0.33356805	0.08101059	ZNF174
219207_at	0.833	0.33359694	0.08137592	EDC3
1553725_s_at	0.833	0.33360971	0.17818179	ZNF644
243376_at	0.833	0.33361183	-0.10333152	TANK
1559895_x_at	0.833	0.33363314	-0.07068068	
207339_s_at	0.833	0.33366059	0.13897406	LTB
207724_s_at	0.833	0.33366791	0.07594152	SPAST
218762_at	0.833	0.3336914	0.1633347	ZNF574
220097_s_at	0.833	0.33370172	-0.14241992	TMEM104
230344_x_at	0.833	0.33371901	-0.06899314	
207498_s_at	0.833	0.3337516	0.26031139	LOC101929829///CYP2D6///CYP2D7
211038_s_at	0.833	0.33375377	-0.14150287	CROCCP2
49111_at	0.833	0.33376083	-0.10201175	ARRB1
1553511_at	0.833	0.33376097	0.0838598	GJD3
209287_s_at	0.833	0.33376659	-0.10147864	CDC42EP3
1553215_s_at	0.833	0.33377376	-0.08336443	CCDC7
220156_at	0.833	0.33377929	0.06498896	EFCAB1
219092_s_at	0.833	0.3337841	0.09456614	IPPK
241940_at	0.833	0.33378792	0.19995863	
1555753_x_at	0.833	0.33380953	-0.18074185	ERVH-6
223328_at	0.833	0.33382337	0.1347352	ARMC10
223769_x_at	0.833	0.33384962	-0.1461641	HYI
215885_at	0.833	0.3338872	0.06169198	SSX2B
1566884_at	0.833	0.33394226	-0.07333474	
228565_at	0.833	0.33398875	0.28085723	KIAA1804
226844_at	0.833	0.33399906	-0.11368054	MOB3B
208778_s_at	0.833	0.33400343	-0.11467905	SNORA29///TCP1
233889_at	0.833	0.33400608	-0.08102867	TBX18
213121_at	0.833	0.33403002	-0.12409562	SNRNP70
200042_at	0.833	0.33404013	0.13291737	RTCB
216492_at	0.833	0.3340789	-0.10198343	KIR3DX1
210401_at	0.833	0.33409457	0.07717129	P2RX1
240679_at	0.833	0.3340987	0.06869038	
234954_at	0.833	0.3341081	0.16088416	
232272_at	0.833	0.33412119	-0.06638727	ZNF624
1562924_at	0.833	0.33412493	0.07959383	LOC340357
1552775_at	0.833	0.33412618	0.08252429	GPRC6A
238113_at	0.833	0.3341562	-0.16416214	SMIM2-AS1
240937_at	0.833	0.33415799	-0.07449202	
1553636_at	0.833	0.33416759	-0.08090136	TMCO5A
217055_x_at	0.833	0.33417801	-0.14105395	SLC1A2
239461_at	0.833	0.33419144	-0.07409859	GALNT15
213735_s_at	0.833	0.33419311	0.1233171	COX5B
234568_at	0.833	0.33421661	0.07523106	SCAMP5
226591_at	0.833	0.33422288	-0.07893164	PWAR6
221728_x_at	0.833	0.33426324	1.23550806	XIST
1553661_a_at	0.833	0.33428027	-0.04616482	HUS1B
203933_at	0.833	0.33435911	-0.20851715	RAB11FIP3
227996_at	0.833	0.33436503	-0.15160734	FARP1
236127_at	0.833	0.33438474	-0.070017	
216309_x_at	0.833	0.33439195	-0.08148475	JRK
1556618_at	0.833	0.3344168	-0.08209222	ELK4
240545_at	0.833	0.33447415	-0.06880514	LOC286382
200986_at	0.833	0.33448335	-0.14591134	SERPING1
214863_at	0.833	0.33448671	-0.05474382	
215549_x_at	0.833	0.33449836	0.14592966	CTAGE8///CTAGE4///CTAGE9
227397_at	0.833	0.33452513	-0.08054477	TPM2
205276_s_at	0.833	0.33459902	-0.08620097	GTPBP1
237662_at	0.833	0.3346022	-0.09825855	SPATA19
1559689_a_at	0.833	0.33460556	-0.09771983	GRAPL
1569500_at	0.833	0.33463486	-0.14425126	
241337_at	0.833	0.33466159	-0.10080816	LOC101929465
202346_at	0.833	0.33466822	0.14994256	UBE2K
215441_at	0.833	0.33470428	0.05255437	
206220_s_at	0.833	0.33474225	-0.08928033	RASA3
1558667_at	0.833	0.33478491	0.07691467	SPATA22
217183_at	0.833	0.33479812	0.07530758	SPC24
221156_x_at	0.833	0.33481432	-0.16465667	CCPG1
230926_s_at	0.833	0.3348422	0.09169928	ODF2L
230199_at	0.833	0.33486078	0.08006816	C17orf89
222310_at	0.833	0.33486585	0.15321518	SCAF4
244276_at	0.833	0.33486639	-0.23868164	KLB
216740_at	0.833	0.33486686	-0.05878473	
233859_at	0.833	0.33488961	-0.06229155	CEP128
209583_s_at	0.833	0.33492025	-0.12436776	CD200
201148_s_at	0.833	0.33493835	-0.1631191	TIMP3
1560784_x_at	0.833	0.33496186	-0.08050246	
224580_at	0.834	0.33507072	-0.09273351	SLC38A1
220903_at	0.834	0.33510169	-0.05200329	GFM1
223599_at	0.834	0.33510636	-0.09427362	TRIM6
241663_at	0.834	0.3351299	-0.09499409	TCAIM
238176_at	0.834	0.33513337	0.13328767	RAPGEF2
209828_s_at	0.834	0.33516606	-0.08018627	IL16
230185_at	0.834	0.33518828	0.09645405	THAP9
242809_at	0.834	0.33522579	0.25774524	IL1RL1
217822_at	0.834	0.3352318	0.10007247	WBP11
203685_at	0.834	0.33524941	0.11221385	BCL2
1560119_at	0.834	0.33526381	-0.08306965	LINC00937
208395_s_at	0.834	0.33528333	-0.0735179	URB1
1554302_s_at	0.834	0.33531575	-0.07359761	LHFPL3-AS1
209425_at	0.834	0.3353431	-0.23235836	C1QTNF3-AMACR///AMACR
235572_at	0.834	0.33534663	-0.1005568	SPC24
225518_x_at	0.834	0.3353688	-0.07065387	MTHFD1L
214669_x_at	0.834	0.33540487	0.38307927	IGKC
243213_at	0.834	0.33543304	0.11312402	STAT3
223150_s_at	0.834	0.33544252	-0.11460655	PTPN23
213958_at	0.834	0.33547566	-0.08716531	CD6
206603_at	0.834	0.33547768	-0.10858804	SLC2A4
212975_at	0.834	0.33548108	0.08236698	DENND3
229704_at	0.834	0.33548393	0.48320007	
202311_s_at	0.834	0.3355083	-0.09592313	COL1A1
1559792_at	0.834	0.33551591	0.0492136	
238308_at	0.834	0.33554197	-0.08980882	
1562927_at	0.834	0.33556059	0.06552804	
241606_s_at	0.834	0.33557119	-0.09013067	TRUB1
1552631_a_at	0.834	0.33559218	0.0857933	MAP3K6
202163_s_at	0.834	0.33559496	-0.10253656	CNOT8
244080_at	0.834	0.33561241	-0.10253077	
1560803_at	0.834	0.33569664	-0.06777402	DNAH3
1555136_at	0.834	0.33571959	0.06310993	FGD6
223962_at	0.834	0.33574997	-0.0515707	TTC29
238325_s_at	0.834	0.33578005	-0.10998264	ODF3B
1560318_at	0.834	0.33578705	-0.055454	ARHGAP29
231750_at	0.834	0.33582165	0.06781601	PCDHB4
230424_at	0.834	0.33583926	-0.20573459	NREP
219273_at	0.834	0.33584228	-0.07797755	CCNK
1568719_s_at	0.834	0.33584296	-0.11637861	SLC22A23
237269_at	0.834	0.33585029	0.06655419	
201227_s_at	0.834	0.33585738	0.07302817	NDUFB8
1568713_a_at	0.834	0.33587728	-0.05890044	TBC1D1
1565780_at	0.834	0.33594679	0.05751094	ABCA8
33760_at	0.834	0.33595492	-0.0994118	PEX14
1566108_at	0.834	0.33595694	-0.09139625	MYNN
225096_at	0.834	0.33595919	-0.11103094	COPRS
227094_at	0.834	0.33599901	0.16941424	DHTKD1
240307_at	0.834	0.33605372	0.14145752	
227435_at	0.834	0.33605995	-0.2353148	USF3
241015_at	0.834	0.33608657	0.12061673	
243187_at	0.834	0.33609472	-0.08637002	
223113_at	0.834	0.33610709	-0.18970937	TMEM138
1562490_at	0.834	0.3361156	-0.06053697	THEM5
225285_at	0.834	0.33612039	0.2204446	BCAT1
1553326_at	0.834	0.33612877	-0.07241404	RXFP2
211717_at	0.834	0.33615491	-0.09792064	ANKRD40
228490_at	0.834	0.33618437	0.16341279	ABHD2
234002_at	0.834	0.3362207	0.12757895	ABHD16B
1553163_at	0.834	0.33625587	-0.0866077	ADPRHL1
1560371_at	0.834	0.33626756	-0.07673151	LINC00997
230524_at	0.834	0.33628358	-0.08573242	MPI
219196_at	0.834	0.33628434	-0.05544705	SCG3
213178_s_at	0.834	0.33629102	-0.08659947	MAPK8IP3
1554185_at	0.834	0.33629983	-0.04662319	LOC554206
206315_at	0.834	0.33631574	0.10116024	CRLF1
213316_at	0.834	0.33634779	-0.09346058	KIAA1462
1562886_at	0.834	0.33637254	-0.08321823	
238099_at	0.834	0.33639614	-0.07937145	
202033_s_at	0.834	0.33640124	0.18035099	RB1CC1
237144_at	0.834	0.33641128	0.1128709	LTBP3
202467_s_at	0.834	0.33645663	0.13766428	COPS2
204356_at	0.834	0.33646189	0.08343937	LIMK1
215404_x_at	0.834	0.33647759	-0.14049235	FGFR1
238447_at	0.834	0.33648575	-0.26906759	RBMS3
1554921_a_at	0.834	0.33648786	0.06301856	SCEL
213644_at	0.834	0.33648962	-0.0564999	CEP112
220993_s_at	0.834	0.33649762	-0.06987939	GPR63
226858_at	0.834	0.33651711	0.10400114	CSNK1E
237399_at	0.834	0.33652826	-0.07757192	
217897_at	0.834	0.33655156	0.13859028	FXYD6
239207_at	0.834	0.33660034	0.12365852	KDM5C
227016_at	0.834	0.33660914	-0.13721099	ERICH1
243462_s_at	0.834	0.33662164	-0.22967418	
238264_at	0.834	0.33665848	0.04942454	
206356_s_at	0.834	0.3366639	-0.06115246	GNAL
209929_s_at	0.834	0.33668891	-0.13951412	IKBKG
207114_at	0.834	0.33671687	0.1191352	LY6G6C
1568711_a_at	0.834	0.33672227	0.06575914	LOC105369860
216419_at	0.834	0.33673009	-0.07442661	CROCC
1570120_at	0.834	0.33673281	0.06556209	LOC105373150
220003_at	0.834	0.33674256	-0.0718078	LRRC36
238536_at	0.834	0.33678583	0.15825773	LOC286272
226835_s_at	0.834	0.33679432	0.14286086	ZFAS1
235948_at	0.834	0.33681339	-0.07783798	RIMKLA
224796_at	0.834	0.3368773	0.17578139	ASAP1
36499_at	0.834	0.33689078	0.22920865	CELSR2
231781_s_at	0.834	0.33690195	-0.16052037	LRRC2
200936_at	0.834	0.33693526	-0.13259054	RPL8
206267_s_at	0.834	0.33696703	-0.10430469	MATK
227913_at	0.834	0.33702053	0.07605026	EXOSC3
213388_at	0.834	0.33706068	0.15359484	LOC101930416///LOC101929792///LOC100996724///PDE4DIP
205882_x_at	0.834	0.33707579	0.18308252	ADD3
231710_at	0.834	0.33708339	-0.11888982	CAPS
201624_at	0.834	0.33709583	0.12532427	DARS
222042_x_at	0.834	0.33710106	-0.10201393	MEX3D
229279_at	0.834	0.337107	-0.09892418	
204321_at	0.834	0.33711004	0.09276177	NEO1
1570160_at	0.834	0.33714029	-0.06504403	
1567387_at	0.834	0.33717112	-0.05235418	
239763_at	0.834	0.33717132	-0.10975837	LOC101060179///PRDM11
236431_at	0.834	0.33719737	-0.07691024	U2SURP
1560483_at	0.834	0.33723523	-0.07996416	
1554805_at	0.834	0.33723618	0.11091315	CLDN19
217345_at	0.834	0.33723745	-0.09200975	SMNP
1569812_at	0.834	0.33724103	-0.06506751	
232050_at	0.834	0.3372433	-0.07597137	FLJ42627
224034_at	0.834	0.33728213	0.05922067	
233046_at	0.834	0.3372849	-0.05585853	
238752_at	0.834	0.33732146	-0.25219992	GPLD1
1557965_at	0.834	0.33733481	-0.12638909	MTERF4
216212_s_at	0.834	0.33735159	0.15560894	MIR664B///SNORA56///DKC1
229770_at	0.834	0.33735703	-0.1558792	GLT1D1
211373_s_at	0.834	0.33736334	0.13028155	PSEN2
202942_at	0.834	0.33738961	-0.12229499	ETFB
203815_at	0.834	0.33739004	-0.57095224	GSTT1
221086_s_at	0.834	0.33739485	-0.06420526	FEZF2
225736_at	0.834	0.33739725	-0.09093554	FBXO22
1557457_at	0.834	0.33740283	-0.05731421	
224286_at	0.834	0.33740406	-0.06142286	C1QTNF5///MFRP
226035_at	0.834	0.33741024	-0.32547496	USP31
1559624_at	0.834	0.33743897	-0.06919928	STK32A
1563265_at	0.834	0.33745316	-0.09377846	HNF4A-AS1
243111_at	0.834	0.33745782	-0.08277816	
212844_at	0.834	0.33746527	-0.11410615	RRP1B
225745_at	0.834	0.33747687	0.14775548	LRP6
235589_s_at	0.834	0.33755458	0.55485023	
243806_at	0.834	0.33757816	-0.05788172	
1554072_s_at	0.834	0.33758355	0.05969714	DEUP1
1554542_at	0.834	0.33758545	-0.08506344	SLC25A48
232970_at	0.834	0.33758724	-0.10033086	
222335_at	0.834	0.33761291	-0.09647341	
210095_s_at	0.834	0.33761392	-0.14846622	IGFBP3
222304_x_at	0.834	0.33762811	-0.12749443	OR7E47P
