
Generated at: 2021/01/12 18:39:16
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - NFIL3
CEBPD
RCAN1
TP53I3
THBS1
FOSB
ME1
GOLM1
EFHD1
TMEM45B
GADD45G
DNMT3L
IGFBP1
FOS
SOCS2
CRISPLD2
Micro RNA       - 
Minimum Score   - Very High


Gene Symbols input verification: (1)
Provided Gene Symbol,Suggestion,Updated Symbol at Database,Correct HUGO notation,HUGO Symbol ID,Approved Gene Symbol (HUGO),Previous Gene Symbol (HUGO),Gene Symbol Synonyms (HUGO)
THBS1,P07996,,hsa-miR-493-5p,0.506706889855699,10,Very High,Cupid|DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|PACCMIT|RepTar|TargetScan
SOCS2,O14508,,hsa-miR-365a-3p,0.506327191580577,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-526b-5p,0.505431682392047,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar
ME1,P48163,,hsa-miR-664a-3p,0.504704725628696,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
CEBPD,P49716,,hsa-let-7g-5p,0.504393560363225,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
IGFBP1,P08833,,hsa-miR-300,0.504374515879081,13,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
CRISPLD2,Q9H0B8,,hsa-miR-15b-5p,0.503909712399638,12,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|RepTar|RNAhybrid|TargetRank|TargetScan
GOLM1,Q8NBJ4,,hsa-miR-519d-3p,0.503549710787612,16,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid
ME1,P48163,,hsa-miR-590-3p,0.502988003380857,12,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
CEBPD,P49716,,hsa-let-7f-5p,0.502773504577067,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
CEBPD,P49716,,hsa-let-7c-5p,0.502429828432753,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
CRISPLD2,Q9H0B8,,hsa-miR-136-5p,0.501862241340216,12,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MAMI|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank
IGFBP1,P08833,,hsa-miR-199a-5p,0.50183676398159,14,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-449c-5p,0.501523235674725,12,Very High,Cupid|DIANA|ElMMo3|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar
FOSB,P53539,,hsa-miR-765,0.501354108615606,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-31-5p,0.500966965111073,11,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|MBStar|MirAncesTar|miRcode|miRTar2GO|MultiMiTar|RepTar|RNAhybrid
CEBPD,P49716,,hsa-miR-524-5p,0.500910071266114,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
GADD45G,O95257,,hsa-miR-383-5p,0.500715591415121,14,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|PACCMIT|RepTar
CEBPD,P49716,,hsa-let-7i-5p,0.500216193547686,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-9-5p,0.500057217684238,10,Very High,BCmicrO|CoMeTa|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|RNAhybrid|TargetScan
FOS,P01100,,hsa-miR-802,0.500004703752113,11,Very High,BCmicrO|CoMeTa|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetScan
TMEM45B,Q96B21,,hsa-miR-190b,0.49982136542307,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
CEBPD,P49716,,hsa-let-7e-5p,0.499549474307015,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
CEBPD,P49716,,hsa-let-7b-5p,0.499446309864644,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-600,0.498791899319437,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetRank|TargetSpy
FOS,P01100,,hsa-miR-589-3p,0.498368836493442,11,Very High,Cupid|DIANA|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-212-3p,0.498044635843774,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetScan
GADD45G,O95257,,hsa-miR-15a-5p,0.493724352971756,8,Very High,DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|TargetRank|TargetScan
RCAN1,P53805,,hsa-miR-146b-5p,0.493605436197128,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan|TargetSpy
NFIL3,Q16649,,hsa-miR-199a-5p,0.492428420031697,10,Very High,BCmicrO|Cupid|DIANA|microrna.org|MirAncesTar|MirMAP|Mirza-G|MultiMiTar|RNAhybrid|TargetScan
GOLM1,Q8NBJ4,,hsa-miR-20b-5p,0.491835829262618,16,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid
FOSB,P53539,,hsa-miR-204-5p,0.491782703966499,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
FOS,P01100,,hsa-miR-28-3p,0.491305823102776,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetScan|TargetSpy
FOS,P01100,,hsa-miR-576-5p,0.489273655900235,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-942-5p,0.488763554463395,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|RepTar
ME1,P48163,,hsa-miR-151a-3p,0.488553568632625,11,Very High,BCmicrO|CoMeTa|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid|TargetRank
FOS,P01100,,hsa-miR-374b-5p,0.488062637580768,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank
NFIL3,Q16649,,hsa-miR-199b-5p,0.4880356274464,11,Very High,BCmicrO|Cupid|DIANA|microrna.org|MirAncesTar|mirCoX|MirMAP|Mirza-G|MultiMiTar|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-211-5p,0.487985863134496,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
RCAN1,P53805,,hsa-miR-146a-5p,0.48773517239677,13,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirCoX|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
RCAN1,P53805,,hsa-miR-96-5p,0.487720384698811,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid
FOSB,P53539,,hsa-miR-1207-5p,0.487018923873595,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PITA|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-4735-3p,0.48565919428185,8,Very High,DIANA|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|PACCMIT|TargetScan
TMEM45B,Q96B21,,hsa-miR-590-3p,0.485296223664935,12,Very High,DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetSpy
NFIL3,Q16649,,hsa-miR-27b-3p,0.485200176802472,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid
TMEM45B,Q96B21,,hsa-miR-653-5p,0.484697225077022,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
FOS,P01100,,hsa-miR-5590-3p,0.483609902805107,11,Very High,DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-612,0.483278167329974,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RNAhybrid|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-659-3p,0.482495705866657,12,Very High,BCmicrO|CoMeTa|DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
CEBPD,P49716,,hsa-let-7a-5p,0.482350000717132,9,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
GOLM1,Q8NBJ4,,hsa-miR-17-5p,0.47978334123492,15,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-186-5p,0.479599847429965,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|TargetRank
SOCS2,O14508,,hsa-miR-802,0.479145985183333,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|PACCMIT|RNAhybrid|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-151a-3p,0.479123838114215,12,Very High,BCmicrO|CoMeTa|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|TargetRank
IGFBP1,P08833,,hsa-miR-199b-5p,0.478834311125732,15,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
GOLM1,Q8NBJ4,,hsa-miR-23a-3p,0.4783763983167,14,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-21-5p,0.477836117801453,12,Very High,BCmicrO|CoMeTa|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G
GOLM1,Q8NBJ4,,hsa-miR-4770,0.477513524846346,9,Very High,DIANA|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetScan
FOS,P01100,,hsa-miR-374a-5p,0.477112563392386,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-23c,0.47663354606432,10,Very High,Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetScan
FOS,P01100,,hsa-miR-142-5p,0.476277471399489,12,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|PACCMIT|RNAhybrid|TargetScan
FOS,P01100,,hsa-miR-548f-3p,0.47604307776126,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid
SOCS2,O14508,,hsa-miR-374c-5p,0.474378543564054,10,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-185-5p,0.474348026148242,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
FOS,P01100,,hsa-miR-597-5p,0.473723992889744,14,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
GOLM1,Q8NBJ4,,hsa-miR-559,0.473245215597326,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
CRISPLD2,Q9H0B8,,hsa-miR-206,0.471204800872371,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirSNP|PACCMIT|RepTar|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-640,0.471042468745855,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|TargetRank
FOSB,P53539,,hsa-miR-939-5p,0.470740067055315,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
GOLM1,Q8NBJ4,,hsa-miR-219a-5p,0.470403615243312,14,Very High,DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
CRISPLD2,Q9H0B8,,hsa-miR-15a-5p,0.469706168078547,10,Very High,DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|RepTar|RNAhybrid|TargetRank|TargetScan
GOLM1,Q8NBJ4,,hsa-miR-23b-3p,0.469682917454676,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
GADD45G,O95257,,hsa-miR-503-5p,0.469594466345485,11,Very High,BCmicrO|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G
SOCS2,O14508,,hsa-miR-549a,0.469408415827475,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
FOS,P01100,,hsa-miR-3163,0.469206966355796,11,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid
THBS1,P07996,,hsa-miR-582-5p,0.468842238266097,12,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetScan|TargetSpy
IGFBP1,P08833,,hsa-miR-892a,0.468702923425497,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetRank
RCAN1,P53805,,hsa-miR-374b-5p,0.468330432969119,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
THBS1,P07996,,hsa-miR-330-3p,0.467643728769144,12,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar
FOSB,P53539,,hsa-miR-34a-5p,0.466297241870401,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetScan
FOS,P01100,,hsa-miR-3129-5p,0.466233181111112,12,Very High,BiTargeting|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetScan
GOLM1,Q8NBJ4,,hsa-miR-93-5p,0.465972775797461,14,Very High,DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid
FOS,P01100,,hsa-miR-152-3p,0.464008260786428,10,Very High,BCmicrO|CoMeTa|Cupid|MirAncesTar|mirbase|miRcode|mirCoX|miRTar2GO|MultiMiTar|RNAhybrid
CRISPLD2,Q9H0B8,,hsa-miR-562,0.46327375148509,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank|TargetSpy
NFIL3,Q16649,,hsa-miR-513a-5p,0.46282361593469,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid
CRISPLD2,Q9H0B8,,hsa-miR-190a-5p,0.460825926829961,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RNAhybrid
SOCS2,O14508,,hsa-miR-129-5p,0.460325504330992,11,Very High,BCmicrO|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
CRISPLD2,Q9H0B8,,hsa-miR-548p,0.460319200837899,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
FOS,P01100,,hsa-miR-4251,0.458843834374339,12,Very High,Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-875-3p,0.458504881344302,13,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetSpy
CRISPLD2,Q9H0B8,,hsa-miR-184,0.458461251524489,12,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
GOLM1,Q8NBJ4,,hsa-miR-520g-3p,0.457901096866557,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
FOS,P01100,,hsa-miR-501-3p,0.457828867295643,13,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|PACCMIT|RepTar|RNAhybrid
ME1,P48163,,hsa-miR-186-5p,0.457332422974935,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-885-5p,0.457161513752047,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-130a-5p,0.456695291565158,9,Very High,Cupid|DIANA|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-507,0.456230038560559,14,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-519e-3p,0.455792005430143,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar
THBS1,P07996,,hsa-miR-34b-5p,0.455262057622154,10,Very High,Cupid|DIANA|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar
THBS1,P07996,,hsa-miR-211-5p,0.454974074478609,10,Very High,BCmicrO|CoMeTa|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|RepTar
THBS1,P07996,,hsa-miR-515-3p,0.454891386487945,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|PITA|RepTar|TargetSpy
RCAN1,P53805,,hsa-miR-374a-5p,0.454891039950652,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-448,0.454873441993477,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
RCAN1,P53805,,hsa-miR-186-5p,0.45486619491117,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
EFHD1,Q9BUP0,,hsa-miR-144-3p,0.454410951973023,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirSNP|Mirza-G|RNAhybrid|TargetRank
FOS,P01100,,hsa-miR-335-3p,0.454327710236962,9,Very High,Cupid|DIANA|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid
CRISPLD2,Q9H0B8,,hsa-miR-182-5p,0.454279849924324,12,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-141-3p,0.453477446522732,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
CRISPLD2,Q9H0B8,,hsa-miR-545-3p,0.452028630116456,11,Very High,BCmicrO|CoMeTa|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MultiMiTar|PACCMIT|RepTar|RNAhybrid
ME1,P48163,,hsa-miR-607,0.451038276288378,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
THBS1,P07996,,hsa-miR-106a-5p,0.44956207845674,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|miRTar2GO|MultiMiTar
THBS1,P07996,,hsa-miR-297,0.448488141798845,12,Very High,BCmicrO|Cupid|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|TargetRank|TargetSpy
THBS1,P07996,,hsa-miR-543,0.448473751881415,9,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MirAncesTar|MirMAP|Mirza-G|RepTar|TargetScan
FOSB,P53539,,hsa-miR-423-5p,0.447952294686539,14,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
CRISPLD2,Q9H0B8,,hsa-miR-613,0.446184560283056,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-576-5p,0.445784557459077,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetRank
CRISPLD2,Q9H0B8,,hsa-miR-1207-5p,0.445450259328776,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PITA|RepTar|RNAhybrid
THBS1,P07996,,hsa-miR-379-3p,0.445357102938986,9,Very High,Cupid|DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|TargetScan
CRISPLD2,Q9H0B8,,hsa-miR-5195-3p,0.445276625217389,9,Very High,DIANA|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetScan
