
Generated at: 2021/04/04 17:38:27
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - GADD45G
FADS2
P4HA1
SOCS2
FOSB
TRHDE
ME1
RTP3
PHLDA1
IL1RN
IP6K3
CEBPD
SDC4
PEG10
TMEM154
IGFBP2
Micro RNA       - 
Minimum Score   - Very High


Gene Symbols input verification: (1)
Provided Gene Symbol,Suggestion,Updated Symbol at Database,Correct HUGO notation,HUGO Symbol ID,Approved Gene Symbol (HUGO),Previous Gene Symbol (HUGO),Gene Symbol Synonyms (HUGO)
PHLDA1,Q8WV24,,hsa-miR-3163,0.544174557446004,11,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar
TRHDE,Q9UKU6,,hsa-miR-196a-5p,0.543343322463574,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|RepTar|TargetRank
PEG10,Q86TG7,,hsa-miR-204-5p,0.543340041111436,12,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|RepTar|TargetScan
FADS2,O95864,,hsa-miR-491-5p,0.541427456446026,13,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|miRTar2GO|PITA|RepTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-186-5p,0.541015162941758,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|TargetScan
ME1,P48163,,hsa-miR-409-3p,0.540942436910681,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RNAhybrid|TargetRank
PHLDA1,Q8WV24,,hsa-miR-570-3p,0.540802421546196,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar
ME1,P48163,,hsa-miR-92b-3p,0.539604792532385,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid|TargetRank
TMEM154,Q6P9G4,,hsa-miR-296-3p,0.539082684085246,16,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|PITA|RepTar|RNAhybrid|TargetRank|TargetSpy
TMEM154,Q6P9G4,,hsa-miR-581,0.538015671574662,16,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-144-3p,0.536893997285027,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|MirMAP|Mirza-G|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-145-5p,0.536310895042775,12,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|TargetScan
ME1,P48163,,hsa-miR-767-3p,0.535863558323846,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
PHLDA1,Q8WV24,,hsa-miR-25-3p,0.533681324692316,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PITA|RepTar|TargetScan
PEG10,Q86TG7,,hsa-miR-218-5p,0.53294943078046,14,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
FOSB,P53539,,hsa-miR-548c-3p,0.532842333439809,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-203a-3p,0.532470619139076,12,Very High,BCmicrO|CoMeTa|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid
TMEM154,Q6P9G4,,hsa-miR-106a-5p,0.532265940919891,15,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
PEG10,Q86TG7,,hsa-miR-29a-3p,0.53197579782264,13,Very High,BiTargeting|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetScan
TMEM154,Q6P9G4,,hsa-miR-200b-3p,0.531503225176995,15,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-212-3p,0.52963320512563,10,Very High,BCmicrO|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|RNAhybrid|TargetScan
SDC4,P31431,,hsa-miR-548d-3p,0.528942761513194,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
TMEM154,Q6P9G4,,hsa-miR-20b-5p,0.528482273923218,16,Very High,BCmicrO|BiTargeting|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
TMEM154,Q6P9G4,,hsa-miR-17-5p,0.528233727142674,14,Very High,BCmicrO|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
PEG10,Q86TG7,,hsa-miR-671-5p,0.52782864661181,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|MultiMiTar|PITA|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-548i,0.526678969840573,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-539-5p,0.52361489830935,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|TargetRank
GADD45G,O95257,,hsa-miR-107,0.523492512782212,12,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|RepTar|TargetScan|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-194-5p,0.5228401039445,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|Mirza-G|RepTar|TargetRank|TargetScan
PHLDA1,Q8WV24,,hsa-miR-300,0.522613123815019,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|TargetSpy
PHLDA1,Q8WV24,,hsa-miR-363-3p,0.522401028276273,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|TargetScan
PHLDA1,Q8WV24,,hsa-miR-501-5p,0.522350962905545,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-495-3p,0.522217005958547,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetRank
SOCS2,O14508,,hsa-miR-132-3p,0.521703130622312,9,Very High,BiTargeting|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-590-3p,0.521603550894991,12,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|TargetRank|TargetSpy
PEG10,Q86TG7,,hsa-miR-29b-3p,0.521110823687291,12,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetScan
PHLDA1,Q8WV24,,hsa-miR-586,0.520464563694187,14,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetSpy
PEG10,Q86TG7,,hsa-miR-424-5p,0.520346813747523,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|MultiMiTar
TMEM154,Q6P9G4,,hsa-miR-3163,0.520160174785649,11,Very High,DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RNAhybrid
PEG10,Q86TG7,,hsa-miR-30c-5p,0.519965340523902,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
PEG10,Q86TG7,,hsa-miR-875-5p,0.519262327310949,12,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetScan|TargetSpy
PHLDA1,Q8WV24,,hsa-miR-582-5p,0.519071484665951,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetScan
PHLDA1,Q8WV24,,hsa-miR-875-3p,0.518947870301706,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar|TargetSpy
PEG10,Q86TG7,,hsa-miR-203a-3p,0.518412407741712,14,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid
ME1,P48163,,hsa-miR-367-3p,0.518375914858599,16,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
PHLDA1,Q8WV24,,hsa-miR-606,0.517576317534378,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
SOCS2,O14508,,hsa-miR-630,0.51737670519269,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
GADD45G,O95257,,hsa-miR-103a-3p,0.51717335297017,11,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|RepTar|TargetScan
PHLDA1,Q8WV24,,hsa-miR-3658,0.516178367925129,10,Very High,BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G
FOSB,P53539,,hsa-miR-224-5p,0.515463957916917,14,Very High,BCmicrO|BiTargeting|CoMeTa|ElMMo3|MAMI|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-15b-5p,0.515303095923066,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid
PHLDA1,Q8WV24,,hsa-miR-548k,0.514302826102806,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|TargetSpy
PHLDA1,Q8WV24,,hsa-miR-206,0.51379644843279,17,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirSNP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetSpy
PEG10,Q86TG7,,hsa-miR-545-3p,0.513651045477127,11,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|MultiMiTar|TargetRank
FOSB,P53539,,hsa-miR-200a-3p,0.513554811985714,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-548h-5p,0.51294998523932,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid
TMEM154,Q6P9G4,,hsa-miR-106b-5p,0.512791666326185,15,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
TMEM154,Q6P9G4,,hsa-miR-7-5p,0.512506923792652,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-365a-3p,0.512315284325005,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|RepTar|TargetScan
PHLDA1,Q8WV24,,hsa-miR-32-5p,0.511899520168851,12,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|TargetScan
PEG10,Q86TG7,,hsa-miR-96-5p,0.510245810570257,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
SOCS2,O14508,,hsa-miR-936,0.509235854596941,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-450b-5p,0.508387652030347,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetRank
PHLDA1,Q8WV24,,hsa-miR-548c-3p,0.507899258613156,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|TargetSpy
PEG10,Q86TG7,,hsa-miR-143-3p,0.507470888243286,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid
PEG10,Q86TG7,,hsa-miR-877-5p,0.507466546657281,16,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PITA|RepTar|RNAhybrid|TargetRank
IL1RN,P18510,,hsa-miR-377-3p,0.507314165791367,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-365a-3p,0.506327191580577,15,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
PEG10,Q86TG7,,hsa-miR-409-5p,0.505936545638626,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|TargetRank|TargetScan|TargetSpy
TMEM154,Q6P9G4,,hsa-miR-299-3p,0.505845982918065,16,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank|TargetSpy
PHLDA1,Q8WV24,,hsa-miR-23b-3p,0.505484199319648,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|RepTar|TargetScan
PEG10,Q86TG7,,hsa-miR-211-5p,0.505329628284309,12,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|RepTar|TargetScan
PHLDA1,Q8WV24,,hsa-miR-92a-3p,0.504992405140087,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetScan
TMEM154,Q6P9G4,,hsa-miR-138-5p,0.504809095755563,15,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-664a-3p,0.504704725628696,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
PHLDA1,Q8WV24,,hsa-miR-367-3p,0.504632262431402,13,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|TargetScan
CEBPD,P49716,,hsa-let-7g-5p,0.504393560363225,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
FADS2,O95864,,hsa-miR-219a-5p,0.504247489344051,11,Very High,ElMMo3|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|PACCMIT|PITA|RNAhybrid|TargetScan
SDC4,P31431,,hsa-miR-506-3p,0.504009868985538,13,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid
TRHDE,Q9UKU6,,hsa-miR-507,0.503952427596702,11,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetRank
ME1,P48163,,hsa-miR-590-3p,0.502988003380857,12,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
CEBPD,P49716,,hsa-let-7f-5p,0.502773504577067,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-365b-3p,0.502673870718788,8,Very High,DIANA|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|TargetScan
CEBPD,P49716,,hsa-let-7c-5p,0.502429828432753,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-655-3p,0.501898655053567,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-30e-5p,0.501724709279904,13,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
PEG10,Q86TG7,,hsa-miR-501-5p,0.501485541134128,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
FOSB,P53539,,hsa-miR-765,0.501354108615606,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-31-5p,0.500966965111073,11,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|MBStar|MirAncesTar|miRcode|miRTar2GO|MultiMiTar|RepTar|RNAhybrid
CEBPD,P49716,,hsa-miR-524-5p,0.500910071266114,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetRank
GADD45G,O95257,,hsa-miR-383-5p,0.500715591415121,14,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|ElMMo3|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|PACCMIT|RepTar
CEBPD,P49716,,hsa-let-7i-5p,0.500216193547686,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-9-5p,0.500057217684238,10,Very High,BCmicrO|CoMeTa|DIANA|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|RNAhybrid|TargetScan
PEG10,Q86TG7,,hsa-miR-23b-3p,0.499820009203108,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetRank
CEBPD,P49716,,hsa-let-7e-5p,0.499549474307015,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-944,0.499480331316654,12,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|TargetRank|TargetSpy
CEBPD,P49716,,hsa-let-7b-5p,0.499446309864644,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-92b-3p,0.498749580361753,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetScan
SDC4,P31431,,hsa-miR-548b-3p,0.4986706683027,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|RNAhybrid|TargetRank|TargetSpy
SDC4,P31431,,hsa-miR-802,0.49819743791735,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|RepTar|RNAhybrid|TargetScan|TargetSpy
PEG10,Q86TG7,,hsa-miR-549a,0.498032729796182,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
PHLDA1,Q8WV24,,hsa-miR-559,0.497652332577129,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT
PEG10,Q86TG7,,hsa-miR-140-5p,0.497521789851423,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|MultiMiTar|RepTar|TargetRank
PEG10,Q86TG7,,hsa-miR-382-5p,0.497030100351764,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
TMEM154,Q6P9G4,,hsa-miR-570-3p,0.496581911742018,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank
GADD45G,O95257,,hsa-miR-15a-5p,0.493724352971756,8,Very High,DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|TargetRank|TargetScan
P4HA1,P13674,,hsa-miR-145-5p,0.4918923646133,11,Very High,BCmicrO|BiTargeting|CoMeTa|MBStar|MirAncesTar|miRcode|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-1290,0.491888944742882,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|TargetSpy
FOSB,P53539,,hsa-miR-204-5p,0.491782703966499,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-377-3p,0.491572475586835,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|TargetRank
TRHDE,Q9UKU6,,hsa-miR-23b-3p,0.489992242202841,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|TargetRank
PEG10,Q86TG7,,hsa-miR-576-3p,0.488761888058943,15,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank|TargetSpy
ME1,P48163,,hsa-miR-151a-3p,0.488553568632625,11,Very High,BCmicrO|CoMeTa|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-196b-5p,0.488499546297603,14,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|RepTar|TargetRank
