
Generated at: 2021/03/28 20:07:20
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - GADD45G
FADS2
P4HA1
SOCS2
FOSB
IGFBP2
TRHDE
ME1
Micro RNA       - 
Minimum Score   - Very High


Results (274) 
Gene Symbol,Uniprot,Pseudogene,MicroRNA,Integrated Score,Number of Sources,Score Class,Sources
SOCS2,O14508,,hsa-miR-511-5p,0.418321179097743,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|miRDB|MirMAP|Mirza-G|PACCMIT|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-637,0.418048080884154,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RepTar|RNAhybrid|TargetRank|TargetSpy
FOSB,P53539,,hsa-miR-370-3p,0.416576582647153,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MultiMiTar|PACCMIT|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-449b-5p,0.416293999885068,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
TRHDE,Q9UKU6,,hsa-miR-195-5p,0.415445456017769,8,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|MBStar|MirAncesTar|miRcode|MultiMiTar
FOSB,P53539,,hsa-miR-575,0.413704618043684,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-1236-3p,0.413549361068847,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|RepTar|RNAhybrid
SOCS2,O14508,,hsa-miR-875-5p,0.412824033317281,10,Very High,DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|Mirza-G|RNAhybrid|TargetScan|TargetSpy
FOSB,P53539,,hsa-miR-298,0.411881851288915,13,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirCoX|miRDB|MirMAP|Mirza-G|MultiMiTar|RNAhybrid|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-363-3p,0.411615597449462,11,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|miRTar2GO|MultiMiTar|RNAhybrid
TRHDE,Q9UKU6,,hsa-miR-135a-5p,0.411412016042181,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|Mirza-G|MultiMiTar|RepTar
SOCS2,O14508,,hsa-miR-587,0.410796915799555,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-181d-5p,0.409674346742351,9,Very High,BCmicrO|Cupid|DIANA|MBStar|microrna.org|MirAncesTar|MirMAP|RNAhybrid|TargetScan
FOSB,P53539,,hsa-miR-542-5p,0.408663298926962,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetRank
FOSB,P53539,,hsa-miR-34c-5p,0.407706029260562,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-376c-3p,0.407603741389743,11,Very High,CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetRank
ME1,P48163,,hsa-miR-374b-5p,0.406561251689216,13,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid|TargetRank
SOCS2,O14508,,hsa-miR-16-5p,0.405636915681468,11,Very High,BCmicrO|BiTargeting|CoMeTa|MBStar|microrna.org|MirAncesTar|mirbase|MirMAP|MultiMiTar|RepTar|RNAhybrid
TRHDE,Q9UKU6,,hsa-miR-219a-2-3p,0.404610218523199,11,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|TargetRank
FOSB,P53539,,hsa-miR-450b-3p,0.404515948100184,13,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-331-5p,0.403347776838136,11,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|TargetRank
TRHDE,Q9UKU6,,hsa-miR-4500,0.403328259440262,6,Very High,DIANA|MBStar|miRcode|MirMAP|Mirza-G|TargetScan
IGFBP2,P18065,,hsa-miR-513a-3p,0.402033330842491,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RNAhybrid
FOSB,P53539,,hsa-miR-769-3p,0.401586951910361,12,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetRank
TRHDE,Q9UKU6,,hsa-miR-1244,0.401220219472497,12,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|Mirza-G|PACCMIT|TargetSpy
P4HA1,P13674,,hsa-miR-383-5p,0.401032268062624,10,Very High,BCmicrO|CoMeTa|Cupid|DIANA|MBStar|MirAncesTar|mirbase|miRcode|RepTar|RNAhybrid
FOSB,P53539,,hsa-miR-103a-3p,0.400664387988748,9,Very High,BCmicrO|BiTargeting|MAMI|MirAncesTar|miRcode|MirMAP|MultiMiTar|RepTar|RNAhybrid
SOCS2,O14508,,hsa-miR-890,0.399935699039476,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-936,0.399757814591511,12,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetSpy
SOCS2,O14508,,hsa-miR-454-3p,0.399473138734945,9,Very High,BCmicrO|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
SOCS2,O14508,,hsa-miR-367-3p,0.39867732551586,11,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|MultiMiTar|RNAhybrid
SOCS2,O14508,,hsa-miR-1299,0.39781877141636,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
TRHDE,Q9UKU6,,hsa-miR-152-3p,0.397370856899861,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|MirMAP|Mirza-G|RepTar|TargetRank
TRHDE,Q9UKU6,,hsa-miR-4789-5p,0.396310085101278,8,Very High,DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT
FOSB,P53539,,hsa-miR-410-3p,0.396274459742297,10,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|Mirza-G|RNAhybrid|TargetScan
ME1,P48163,,hsa-miR-214-3p,0.396128388074743,9,Very High,CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|MultiMiTar|RNAhybrid
GADD45G,O95257,,hsa-miR-421,0.394021469405521,12,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|RepTar|TargetRank|TargetSpy
TRHDE,Q9UKU6,,hsa-miR-127-5p,0.39383658717722,12,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetRank|TargetSpy
SOCS2,O14508,,hsa-miR-1302,0.392941916422692,13,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
ME1,P48163,,hsa-miR-3680-3p,0.392337920468032,9,Very High,Cupid|DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid
TRHDE,Q9UKU6,,hsa-miR-132-3p,0.391973666370795,10,Very High,DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|Mirza-G|MultiMiTar|TargetRank
ME1,P48163,,hsa-miR-450b-5p,0.391723965806164,9,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|MirMAP|Mirza-G|RNAhybrid
GADD45G,O95257,,hsa-miR-296-5p,0.391289503674836,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MAMI|MirAncesTar|mirbase|mirCoX|miRDB|MirMAP|MirSNP|RepTar|TargetRank
TRHDE,Q9UKU6,,hsa-miR-409-3p,0.386954565319796,11,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|TargetRank|TargetSpy
ME1,P48163,,hsa-miR-520g-3p,0.386947272983261,10,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RNAhybrid
TRHDE,Q9UKU6,,hsa-miR-3680-3p,0.386170011502387,8,Very High,Cupid|DIANA|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G
P4HA1,P13674,,hsa-miR-499a-5p,0.385053697530793,6,Very High,BCmicrO|CoMeTa|ElMMo3|miRcode|RepTar|TargetRank
ME1,P48163,,hsa-miR-519e-5p,0.384638033012304,9,Very High,BiTargeting|DIANA|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
SOCS2,O14508,,hsa-miR-1264,0.384628868545801,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|mirCoX|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
TRHDE,Q9UKU6,,hsa-miR-4317,0.384153967444729,11,Very High,BiTargeting|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar
FADS2,O95864,,hsa-miR-615-5p,0.383726637159601,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RepTar|RNAhybrid|TargetRank
P4HA1,P13674,,hsa-miR-370-3p,0.383465026520839,13,Very High,BCmicrO|BiTargeting|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar|RNAhybrid
FOSB,P53539,,hsa-miR-766-3p,0.382573092592625,12,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid
