
Generated at: 2021/03/22 11:54:51
mirDIP version: 4.1.11.2.
Database version: 4.1.0.3



Gene Symbol     - PHLDA1
KLF4
IER3
ZFP36
IGFBP2
SYT7
IRS2
MYC
DUSP10
NR4A1
GPAM
IL1RN
P4HA1
MAMDC4
CYR61
MAFF
SIK1
ATF3
EGR1
LRRC31
KLF6
SDC4
UBD
FMO1
JUNB
JUN
Micro RNA       - 
Minimum Score   - Very High


Gene Symbols input verification: (2)
Provided Gene Symbol,Suggestion,Updated Symbol at Database,Correct HUGO notation,HUGO Symbol ID,Approved Gene Symbol (HUGO),Previous Gene Symbol (HUGO),Gene Symbol Synonyms (HUGO)
KLF6,Q99612,,hsa-miR-429,0.686565224354705,13,Very High,Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|Mirza-G|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-204-5p,0.686560835567318,16,Very High,BCmicrO|BiTargeting|CoMeTa|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|PITA|RepTar|RNAhybrid|TargetRank
SIK1,P57059,,hsa-miR-302d-3p,0.685768174543918,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
SIK1,P57059,,hsa-miR-526b-3p,0.685451668087761,12,Very High,BiTargeting|Cupid|DIANA|MBStar|MAMI|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|TargetScan
SDC4,P31431,,hsa-miR-224-5p,0.683285085729843,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-195-5p,0.682935883893413,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
DUSP10,Q9Y6W6,,hsa-miR-137,0.682757287997016,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|MirMAP|Mirza-G|RNA22|RNAhybrid|TargetScan
KLF6,Q99612,,hsa-miR-21-5p,0.682055589190497,16,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
GPAM,Q9HCL2,,hsa-miR-506-3p,0.681670344321529,14,Very High,BiTargeting|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetRank
DUSP10,Q9Y6W6,,hsa-miR-194-5p,0.681582712636792,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|miRcode|MirMAP|miRTar2GO|Mirza-G|RNA22|RNAhybrid|TargetScan
SDC4,P31431,,hsa-miR-194-5p,0.681352861556571,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|RepTar|RNAhybrid|TargetScan
GPAM,Q9HCL2,,hsa-miR-29b-3p,0.680116895954176,14,Very High,Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetRank|TargetScan
IRS2,Q9Y4H2,,hsa-miR-30e-5p,0.679226725019845,11,Very High,CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|TargetRank|TargetScan
KLF6,Q99612,,hsa-miR-18b-5p,0.678255650223151,19,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|MultiMiTar|RepTar|RNAhybrid|TargetRank
IRS2,Q9Y4H2,,hsa-miR-16-5p,0.677733929422698,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
KLF4,O43474,,hsa-miR-520f-3p,0.677615007360422,15,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank|TargetScan
EGR1,P18146,,hsa-miR-203a-3p,0.677179671826524,16,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid
JUNB,P17275,,hsa-miR-30a-5p,0.676991641414857,12,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetScan
JUN,P05412,,hsa-miR-92a-3p,0.676816539565461,12,Very High,BCmicrO|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|MirMAP|miRTar2GO|Mirza-G|PicTar|RNA22|RNAhybrid
SIK1,P57059,,hsa-miR-302e,0.675785279187761,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetScan
SYT7,O43581,,hsa-let-7a-5p,0.675080568264706,15,Very High,BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-532-5p,0.67315335210076,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|TargetRank|TargetScan|TargetSpy
JUN,P05412,,hsa-miR-216b-5p,0.673112847950108,16,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetScan
IRS2,Q9Y4H2,,hsa-miR-570-3p,0.673100439945438,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar|TargetRank
NR4A1,P22736,,hsa-miR-542-3p,0.671651431000408,20,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|MultiMiTar|PACCMIT|PITA|RepTar|RNAhybrid|TargetRank|TargetSpy
KLF6,Q99612,,hsa-miR-140-5p,0.671628455483391,16,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
SIK1,P57059,,hsa-miR-511-5p,0.670785114617487,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MAMI|miRDB|MirMAP|MirSNP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar|TargetRank
KLF4,O43474,,hsa-miR-301a-3p,0.670589687394341,11,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|MultiMiTar|PicTar|RNAhybrid
SIK1,P57059,,hsa-miR-302b-3p,0.670359522735804,15,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
GPAM,Q9HCL2,,hsa-miR-29a-3p,0.669057841638681,14,Very High,Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|TargetRank|TargetScan
CYR61,O00622,,hsa-miR-543,0.667307965907812,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RNAhybrid|TargetScan|TargetSpy
KLF4,O43474,,hsa-miR-103a-3p,0.666908666593978,13,Very High,BCmicrO|Cupid|DIANA|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|MirMAP|Mirza-G|MultiMiTar|RNAhybrid|TargetScan
KLF4,O43474,,hsa-miR-130b-3p,0.66672800407296,11,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|MirMAP|miRTar2GO|MultiMiTar|PicTar|RNAhybrid
KLF4,O43474,,hsa-miR-1297,0.666641618498644,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|miRcode|MirMAP|Mirza-G|RNAhybrid|TargetScan|TargetSpy
KLF6,Q99612,,hsa-miR-124-3p,0.666377443042208,12,Very High,Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid
KLF4,O43474,,hsa-miR-130a-3p,0.665260272247623,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|MultiMiTar|PicTar|RNAhybrid
IRS2,Q9Y4H2,,hsa-miR-548p,0.664847410060474,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
EGR1,P18146,,hsa-miR-211-5p,0.664350170492628,15,Very High,BCmicrO|BiTargeting|CoMeTa|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|RepTar|RNAhybrid|TargetRank
SYT7,O43581,,hsa-let-7g-5p,0.66387059529001,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetScan
SYT7,O43581,,hsa-let-7e-5p,0.663353313892296,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-217,0.663147362546396,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetScan
KLF6,Q99612,,hsa-miR-363-3p,0.662689746262789,14,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-132-3p,0.662412516117952,13,Very High,CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-15b-5p,0.661926654047899,15,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|TargetRank
SYT7,O43581,,hsa-let-7b-5p,0.661309066672203,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetScan
KLF6,Q99612,,hsa-miR-24-3p,0.660312671318607,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
JUN,P05412,,hsa-miR-522-3p,0.657304662614983,17,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MAMI|MirAncesTar|mirbase|miRDB|MirMAP|MirSNP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetRank
IRS2,Q9Y4H2,,hsa-miR-646,0.657000876618815,15,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar|TargetRank
KLF6,Q99612,,hsa-miR-454-3p,0.656132177585351,13,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
IER3,P46695,,hsa-miR-142-3p,0.654624570051436,14,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid
KLF6,Q99612,,hsa-miR-92a-3p,0.653854904038201,14,Very High,BCmicrO|BiTargeting|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
CYR61,O00622,,hsa-miR-181d-5p,0.653502138740896,14,Very High,BCmicrO|Cupid|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RNA22|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-181d-5p,0.653078327113806,13,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|PACCMIT|RepTar|TargetScan
SYT7,O43581,,hsa-let-7d-5p,0.651970888636629,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-181a-5p,0.651117360737874,12,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MBStar|MAMI|MirAncesTar|MirMAP|miRTar2GO|RNAhybrid|TargetRank|TargetScan
SIK1,P57059,,hsa-miR-302a-3p,0.649674249450599,14,Very High,BCmicrO|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RepTar|TargetScan
CYR61,O00622,,hsa-miR-181a-5p,0.649326129247888,14,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-23b-3p,0.648550501524377,13,Very High,BCmicrO|Cupid|DIANA|MBStar|MAMI|microrna.org|miRcode|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetScan
CYR61,O00622,,hsa-miR-181b-5p,0.648479583073618,14,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RNA22|RNAhybrid|TargetScan
KLF6,Q99612,,hsa-miR-4295,0.64798510604111,11,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-181b-5p,0.647505977315645,11,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MBStar|MAMI|MirMAP|miRTar2GO|RNAhybrid|TargetRank|TargetScan
KLF6,Q99612,,hsa-miR-25-3p,0.645937719120197,14,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|PITA|RNAhybrid|TargetScan
KLF6,Q99612,,hsa-miR-130b-3p,0.643846767723965,12,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
KLF6,Q99612,,hsa-miR-301b-3p,0.643746642280542,12,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|RNAhybrid|TargetScan
P4HA1,P13674,,hsa-miR-144-3p,0.643349947462306,18,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirbase|miRcode|mirCoX|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar|RNAhybrid|TargetRank
IRS2,Q9Y4H2,,hsa-miR-641,0.642662378156722,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|MultiMiTar|PACCMIT|RepTar|TargetRank|TargetSpy
ATF3,P18847,,hsa-miR-27a-3p,0.642274761443248,15,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|MirMAP|Mirza-G|RNA22|RNAhybrid|TargetRank|TargetScan
KLF6,Q99612,,hsa-miR-130a-3p,0.641985169479298,12,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
IRS2,Q9Y4H2,,hsa-miR-15a-5p,0.640380732663697,14,Very High,BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|TargetRank
SIK1,P57059,,hsa-miR-4295,0.640340675205914,11,Very High,Cupid|DIANA|ElMMo3|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetScan
KLF6,Q99612,,hsa-miR-200b-3p,0.638691883551455,13,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RNAhybrid|TargetScan
KLF6,Q99612,,hsa-miR-200c-3p,0.638510155750538,13,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-375,0.638104609985365,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|mirbase|miRcode|MirMAP|miRTar2GO|MultiMiTar|RepTar|TargetScan
EGR1,P18146,,hsa-miR-524-5p,0.636081269848495,17,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirSNP|Mirza-G|MultiMiTar|PACCMIT|RepTar|RNAhybrid|TargetRank|TargetSpy
PHLDA1,Q8WV24,,hsa-miR-548a-5p,0.635143700864794,14,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
ZFP36,P26651,,hsa-miR-29c-3p,0.635048366122481,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548p,0.63389691009698,12,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RepTar
JUNB,P17275,,hsa-miR-101-3p,0.633576998362574,15,Very High,CoMeTa|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|miRDB|MirMAP|MirSNP|miRTar2GO|PACCMIT|RepTar|RNAhybrid
GPAM,Q9HCL2,,hsa-miR-137,0.627291917667355,13,Very High,BCmicrO|DIANA|ElMMo3|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|PACCMIT|TargetRank|TargetScan|TargetSpy
IRS2,Q9Y4H2,,hsa-miR-450b-5p,0.627144899067121,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|Mirza-G|MultiMiTar|RepTar|TargetRank
IRS2,Q9Y4H2,,hsa-miR-497-5p,0.626080472236207,16,Very High,BCmicrO|BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|miRTar2GO|Mirza-G|RepTar|TargetRank
ZFP36,P26651,,hsa-miR-29a-3p,0.625331900266311,13,Very High,BiTargeting|CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|RNAhybrid|TargetScan
KLF6,Q99612,,hsa-miR-410-3p,0.625087071877728,12,Very High,Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|RNAhybrid|TargetScan
ZFP36,P26651,,hsa-miR-29b-3p,0.624199278511394,12,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MAMI|microrna.org|MirAncesTar|miRDB|MirMAP|RepTar|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548d-5p,0.623245857870016,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
KLF6,Q99612,,hsa-miR-3666,0.622505488864209,10,Very High,Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-203a-3p,0.621556858897066,13,Very High,BCmicrO|CoMeTa|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar
JUN,P05412,,hsa-miR-501-5p,0.620219952079732,16,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MirAncesTar|miRDB|MirMAP|MirTar|miRTar2GO|Mirza-G|PACCMIT|RepTar|RNA22|RNAhybrid|TargetRank|TargetSpy
KLF6,Q99612,,hsa-miR-301a-3p,0.61985617026466,12,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|RNAhybrid|TargetScan
SIK1,P57059,,hsa-miR-3666,0.619627032003435,10,Very High,DIANA|ElMMo3|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548b-5p,0.619294645681858,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
SIK1,P57059,,hsa-miR-182-5p,0.618858216346492,10,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MAMI|MirAncesTar|miRcode|MirMAP|Mirza-G|TargetScan
KLF6,Q99612,,hsa-miR-367-3p,0.617250404637787,12,Very High,Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetScan
PHLDA1,Q8WV24,,hsa-miR-548c-5p,0.617011355530208,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
SYT7,O43581,,hsa-miR-149-5p,0.616118478858113,18,Very High,BCmicrO|BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|mirCoX|miRDB|MirMAP|Mirza-G|MultiMiTar|PITA|RepTar|RNAhybrid|TargetRank|TargetScan
KLF6,Q99612,,hsa-miR-92b-3p,0.614332493720398,12,Very High,BCmicrO|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|miRTar2GO|Mirza-G|RNAhybrid|TargetScan
ZFP36,P26651,,hsa-miR-27a-3p,0.61370300291932,15,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|mirbase|miRcode|MirMAP|miRTar2GO|Mirza-G|RNAhybrid
KLF6,Q99612,,hsa-miR-141-3p,0.610999997796701,14,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|MirTar|RNAhybrid|TargetScan
SDC4,P31431,,hsa-miR-124-3p,0.610713199010363,14,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|Mirza-G|RepTar|RNAhybrid
EGR1,P18146,,hsa-miR-543,0.610279490436644,13,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|RNAhybrid|TargetScan|TargetSpy
DUSP10,Q9Y6W6,,hsa-miR-379-3p,0.609750393949069,13,Very High,Cupid|DIANA|MBStar|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|RNAhybrid|TargetScan
EGR1,P18146,,hsa-miR-143-3p,0.608819599318194,17,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|mirCoX|miRDB|MirMAP|miRTar2GO|Mirza-G|MultiMiTar|RepTar|RNAhybrid
JUNB,P17275,,hsa-miR-30e-5p,0.608799209003756,11,Very High,CoMeTa|Cupid|DIANA|ElMMo3|MBStar|MirMAP|miRTar2GO|Mirza-G|RepTar|RNAhybrid|TargetScan
GPAM,Q9HCL2,,hsa-miR-105-5p,0.608758713642942,13,Very High,BCmicrO|Cupid|DIANA|ElMMo3|MBStar|MirAncesTar|miRcode|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|TargetRank
DUSP10,Q9Y6W6,,hsa-miR-507,0.606735883795743,18,Very High,BiTargeting|CoMeTa|DIANA|ElMMo3|MBStar|MAMI|MirAncesTar|mirbase|miRDB|MirMAP|MirTar|Mirza-G|MultiMiTar|RepTar|RNA22|RNAhybrid|TargetRank|TargetSpy
IRS2,Q9Y4H2,,hsa-miR-431-5p,0.606046976325547,14,Very High,BCmicrO|CoMeTa|Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRDB|MirMAP|Mirza-G|PACCMIT|RepTar|TargetRank
EGR1,P18146,,hsa-miR-181d-5p,0.605330429305635,12,Very High,BCmicrO|CoMeTa|Cupid|ElMMo3|MBStar|microrna.org|MirAncesTar|MirMAP|miRTar2GO|RNAhybrid|TargetRank|TargetScan
KLF6,Q99612,,hsa-miR-101-3p,0.605019812215374,12,Very High,Cupid|DIANA|ElMMo3|MBStar|microrna.org|MirAncesTar|miRcode|miRDB|MirMAP|MirSNP|Mirza-G|RNAhybrid
PHLDA1,Q8WV24,,hsa-miR-548i,0.604283456844321,13,Very High,BCmicrO|CoMeTa|DIANA|ElMMo3|MBStar|MirAncesTar|miRDB|MirMAP|MirTar|Mirza-G|PACCMIT|RepTar|TargetSpy
