"X1XXXXXX11X11XX111X1X111XXXX1X11111X10000000000000000X000X00000"
ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_1756360	8.33e-02	3.15e-02	-2.221921	-4.5058334	-0.41610462	RPL35A
ILMN_1696380	8.34e-02	3.15e-02	2.221606	-4.5064699	0.18539954	GHRL
ILMN_2143261	8.34e-02	3.15e-02	-2.221549	-4.5065844	-0.40960213	CXorf40B
ILMN_2335123	8.34e-02	3.15e-02	2.221522	-4.506639	0.95099471	DUB3
ILMN_3239164	8.34e-02	3.15e-02	2.221512	-4.5066586	0.47979129	Septin 13
ILMN_1735908	8.34e-02	3.15e-02	2.221351	-4.5069838	0.3937489	UTP15
ILMN_2133187	8.34e-02	3.16e-02	2.221102	-4.5074875	0.36698557	POL3S
ILMN_2408024	8.34e-02	3.16e-02	-2.221088	-4.5075152	-0.20543894	PDE5A
ILMN_2258958	8.34e-02	3.16e-02	2.22099	-4.5077119	0.19582466	Septin 10
ILMN_2198897	8.34e-02	3.16e-02	-2.220842	-4.5080111	-0.20027909	ABCD2
ILMN_1704576	8.34e-02	3.16e-02	2.220802	-4.5080926	0.28244571	TP53AIP1
ILMN_2057836	8.34e-02	3.16e-02	2.220768	-4.5081604	0.35088381	RNU2-1
ILMN_1682937	8.35e-02	3.16e-02	2.220567	-4.508567	0.29378813	RSPO1
ILMN_1778677	8.35e-02	3.16e-02	-2.220529	-4.5086436	-0.17164225	MRS2
ILMN_1772073	8.35e-02	3.16e-02	2.220386	-4.508931	0.56441612	OR2F2
ILMN_1797744	8.35e-02	3.16e-02	2.220237	-4.5092324	0.18764558	TPPP3
ILMN_2146614	8.35e-02	3.16e-02	-2.220157	-4.5093939	-0.30803031	RALGAPA2
ILMN_2229865	8.35e-02	3.16e-02	2.220141	-4.5094249	0.49849866	DEFB129
ILMN_1733781	8.36e-02	3.17e-02	2.219804	-4.5101061	0.28053769	FSD1
ILMN_3242226	8.36e-02	3.17e-02	2.219765	-4.5101848	0.76479849	LOC729384
ILMN_1675359	8.36e-02	3.17e-02	-2.219464	-4.5107902	-0.45044591	NKAP
ILMN_1707380	8.36e-02	3.17e-02	2.21939	-4.5109411	0.29906016	PRELP
ILMN_1734762	8.36e-02	3.17e-02	2.219294	-4.5111338	0.32221691	OPA3
ILMN_1660403	8.36e-02	3.17e-02	-2.219282	-4.5111588	-0.359768	GRINL1A
ILMN_1789531	8.36e-02	3.17e-02	2.219223	-4.5112771	0.34051285	FLJ42102
ILMN_2296037	8.37e-02	3.17e-02	2.219058	-4.51161	0.44623322	PTPN2
ILMN_1661129	8.37e-02	3.17e-02	2.218815	-4.5121003	0.17717292	PPP2R2C
ILMN_3244162	8.37e-02	3.17e-02	2.21879	-4.5121501	0.45576715	CCDC155
ILMN_2181125	8.37e-02	3.17e-02	-2.218732	-4.5122678	-0.40403316	NAPB
ILMN_1776656	8.37e-02	3.17e-02	-2.218677	-4.5123789	-0.19287306	BBS7
ILMN_1683179	8.37e-02	3.17e-02	-2.218674	-4.5123844	-0.18336245	RRAD
ILMN_3242325	8.38e-02	3.18e-02	2.218207	-4.513326	0.36561943	BSPH1
ILMN_1702739	8.38e-02	3.18e-02	2.218134	-4.5134726	0.40556577	MGC39581
ILMN_1735584	8.39e-02	3.18e-02	2.217338	-4.5150765	0.62319816	ST8SIA5
ILMN_1657750	8.40e-02	3.18e-02	2.21717	-4.5154157	0.40527068	CNNM1
ILMN_3250273	8.40e-02	3.19e-02	-2.21712	-4.5155167	-0.26998456	TMOD2
ILMN_1664581	8.40e-02	3.19e-02	-2.217076	-4.5156046	-0.14468145	MICALL2
ILMN_1784116	8.40e-02	3.19e-02	2.216905	-4.5159493	0.47823944	EPN2
ILMN_1683737	8.41e-02	3.19e-02	2.216586	-4.5165916	0.35304105	SNX32
ILMN_1707975	8.41e-02	3.19e-02	-2.216118	-4.5175359	-0.09133413	SERPIND1
ILMN_3310131	8.41e-02	3.19e-02	-2.216046	-4.5176794	-0.14869246	MIRLET7A2
ILMN_1749376	8.41e-02	3.19e-02	2.215963	-4.5178473	0.35721083	TMEM201
ILMN_1721024	8.42e-02	3.19e-02	2.21589	-4.5179948	0.40131383	SRFBP1
ILMN_1782745	8.42e-02	3.19e-02	-2.215803	-4.5181704	-0.37767526	RBL1
ILMN_1812473	8.42e-02	3.20e-02	-2.215535	-4.5187086	-0.16957212	MLLT3
ILMN_2357015	8.43e-02	3.20e-02	2.214961	-4.5198647	0.30101648	GRK6
ILMN_1654411	8.44e-02	3.20e-02	-2.214565	-4.5206634	-0.21241396	CCL18
ILMN_1653358	8.44e-02	3.20e-02	2.214516	-4.5207611	0.57498879	FUT3
ILMN_1717138	8.44e-02	3.20e-02	-2.214434	-4.5209255	-0.21328663	CLSTN1
ILMN_1658746	8.44e-02	3.21e-02	-2.214384	-4.5210267	-0.37489518	PTPLAD1
ILMN_1687440	8.44e-02	3.21e-02	2.214213	-4.5213706	0.25443875	HIPK2
ILMN_1684450	8.44e-02	3.21e-02	2.214087	-4.5216244	0.24105998	UBASH3A
ILMN_1757262	8.44e-02	3.21e-02	-2.214026	-4.521747	-0.2137865	ZBTB5
ILMN_1804494	8.44e-02	3.21e-02	2.214018	-4.521763	0.28547613	KLHL25
ILMN_1687865	8.44e-02	3.21e-02	-2.213948	-4.5219053	-0.28488677	TMOD3
ILMN_1793849	8.45e-02	3.21e-02	-2.213731	-4.5223418	-0.41814893	TANK
ILMN_1658684	8.45e-02	3.21e-02	2.213592	-4.5226203	0.30865057	ATP9B
ILMN_1653783	8.46e-02	3.22e-02	2.21293	-4.5239534	0.31242556	MLC1
ILMN_1720093	8.46e-02	3.22e-02	-2.212766	-4.5242836	-0.13140662	PCP2
ILMN_2367204	8.46e-02	3.22e-02	2.212739	-4.5243366	0.19964497	DSCAM
ILMN_3305472	8.47e-02	3.22e-02	2.212287	-4.5252476	0.42133355	March 10
ILMN_1670217	8.48e-02	3.22e-02	2.21197	-4.5258853	0.57273743	MCF2L2
ILMN_1802628	8.48e-02	3.22e-02	2.21188	-4.5260652	0.21459158	PPAPDC2
ILMN_1696806	8.48e-02	3.22e-02	-2.211776	-4.5262738	-0.34289619	CTNND1
ILMN_1768756	8.48e-02	3.22e-02	2.211764	-4.5262984	0.65139661	SCGBL
ILMN_1682544	8.48e-02	3.22e-02	-2.211731	-4.526366	-0.14723838	CLUL1
ILMN_1789999	8.48e-02	3.23e-02	2.211405	-4.5270203	0.15652847	SLC30A7
ILMN_2121437	8.49e-02	3.23e-02	2.211328	-4.5271748	0.19578897	NCL
ILMN_1694398	8.49e-02	3.23e-02	-2.211199	-4.5274344	-0.26181679	EIF3F
ILMN_1666893	8.49e-02	3.23e-02	2.2111	-4.5276332	0.46595965	TRIML2
ILMN_1748697	8.49e-02	3.23e-02	2.211051	-4.5277328	0.80878827	LIN28B
ILMN_1668582	8.49e-02	3.23e-02	-2.211029	-4.5277773	-0.18304038	CRBN
ILMN_1791093	8.49e-02	3.23e-02	2.211001	-4.527833	0.14584749	PPHLN1
ILMN_1782274	8.49e-02	3.23e-02	2.210942	-4.5279522	0.32262041	NYX
ILMN_2081465	8.49e-02	3.23e-02	-2.210842	-4.5281527	-0.37856875	APLP2
ILMN_1709479	8.49e-02	3.23e-02	2.210761	-4.5283163	0.29306887	YAP1
ILMN_1760434	8.50e-02	3.23e-02	2.210414	-4.5290133	0.31468716	LOC389936
ILMN_1712634	8.50e-02	3.24e-02	-2.210334	-4.5291749	-0.16724755	TIA1
ILMN_2352590	8.50e-02	3.24e-02	-2.210318	-4.5292073	-0.35034888	ZNF33A
ILMN_2384405	8.50e-02	3.24e-02	2.210204	-4.5294359	0.24816628	RTBDN
ILMN_1663173	8.50e-02	3.24e-02	-2.210034	-4.529777	-0.21319628	LOC442582
ILMN_2364928	8.50e-02	3.24e-02	-2.209951	-4.5299436	-0.28735419	APBA2BP
ILMN_1661618	8.50e-02	3.24e-02	2.209845	-4.5301579	0.14422471	C20orf85
ILMN_1704398	8.50e-02	3.24e-02	2.209832	-4.5301837	0.30418563	FZD9
ILMN_2329171	8.51e-02	3.24e-02	2.209522	-4.5308056	0.80642039	SPDYE1
ILMN_1697220	8.51e-02	3.24e-02	-2.209413	-4.5310245	-0.21948829	NT5E
ILMN_1728707	8.51e-02	3.24e-02	2.209198	-4.5314566	0.6966691	COLQ
ILMN_1740883	8.51e-02	3.24e-02	2.209156	-4.5315426	0.751917	C14orf148
ILMN_1812970	8.52e-02	3.25e-02	2.208969	-4.5319164	0.25075471	RWDD1
ILMN_2263086	8.52e-02	3.25e-02	2.208913	-4.5320303	0.45949543	NTM
ILMN_2405078	8.52e-02	3.25e-02	2.20882	-4.5322162	0.10923865	OSBPL8
ILMN_1807181	8.52e-02	3.25e-02	2.208688	-4.5324827	0.24573889	BACH1
ILMN_1748323	8.52e-02	3.25e-02	-2.208529	-4.5328013	-0.25429756	CXCL14
ILMN_2156786	8.52e-02	3.25e-02	-2.208294	-4.5332728	-0.41410759	PGGT1B
ILMN_1664235	8.54e-02	3.25e-02	2.207695	-4.5344767	0.36707498	BCL2L14
ILMN_1711361	8.54e-02	3.26e-02	-2.207316	-4.5352367	-0.32963187	ZNF319
ILMN_2216918	8.54e-02	3.26e-02	-2.207308	-4.5352544	-0.15917664	SHPK
ILMN_3236491	8.55e-02	3.26e-02	2.207056	-4.5357598	0.17905358	FAM57B
ILMN_3243914	8.55e-02	3.26e-02	2.206747	-4.5363792	0.52159836	LOC100124692
ILMN_1753129	8.55e-02	3.26e-02	-2.206517	-4.5368409	-0.10743261	SLC9A11
ILMN_2156936	8.56e-02	3.26e-02	-2.206341	-4.5371958	-0.47013908	SCCPDH
ILMN_1658679	8.56e-02	3.27e-02	2.206114	-4.5376509	0.37582372	YJEFN3
ILMN_2391458	8.56e-02	3.27e-02	-2.206097	-4.537685	-0.51989087	ACSL4
ILMN_1713599	8.56e-02	3.27e-02	-2.205864	-4.5381516	-0.12511737	DYRK1A
ILMN_2068874	8.57e-02	3.27e-02	2.205554	-4.5387753	0.1684239	AATK
ILMN_3244688	8.57e-02	3.27e-02	2.205458	-4.538968	0.74562925	UGT2A2
ILMN_1694772	8.57e-02	3.27e-02	2.205377	-4.5391289	0.21297394	EXD1
ILMN_3249477	8.57e-02	3.27e-02	2.205338	-4.5392072	0.37790386	CHIT1
ILMN_1661359	8.57e-02	3.27e-02	-2.205248	-4.5393894	-0.22824033	CXorf65
ILMN_1674629	8.57e-02	3.27e-02	2.205134	-4.5396163	0.36258081	C9orf3
ILMN_1763196	8.58e-02	3.28e-02	-2.204854	-4.54018	-0.2136354	WDR72
ILMN_2127842	8.58e-02	3.28e-02	-2.20484	-4.5402073	-0.28395678	HBA2
ILMN_1734783	8.58e-02	3.28e-02	-2.204513	-4.5408636	-0.30918551	ZMYND11
ILMN_2233604	8.58e-02	3.28e-02	-2.204497	-4.5408946	-0.27676472	ECSIT
ILMN_1715647	8.58e-02	3.28e-02	2.204485	-4.5409197	0.40800899	VANGL2
ILMN_1726594	8.58e-02	3.28e-02	-2.204464	-4.5409607	-0.10889331	UBR7
ILMN_1755658	8.58e-02	3.28e-02	-2.204341	-4.5412072	-0.36352389	ABI3
ILMN_2245241	8.59e-02	3.28e-02	-2.204195	-4.5415008	-0.42333528	USH2A
ILMN_1704621	8.59e-02	3.28e-02	-2.204164	-4.5415638	-0.36451045	WDR44
ILMN_2387799	8.59e-02	3.28e-02	-2.203927	-4.5420384	-0.30333405	PDPK1
ILMN_1730740	8.59e-02	3.28e-02	2.203709	-4.5424758	0.16323205	VSIG8
ILMN_1737817	8.60e-02	3.29e-02	2.203483	-4.5429281	0.52408488	CCL25
ILMN_1746788	8.60e-02	3.29e-02	-2.203398	-4.5430988	-0.32456221	TRIM10
ILMN_1669626	8.60e-02	3.29e-02	2.20331	-4.5432748	0.6001016	GPR142
ILMN_2047206	8.60e-02	3.29e-02	2.203144	-4.5436076	0.16038897	TMX3
ILMN_1757910	8.60e-02	3.29e-02	-2.20312	-4.5436565	-0.22746647	HIP1R
ILMN_3246065	8.60e-02	3.29e-02	-2.203113	-4.543671	-0.29186022	CCDC151
ILMN_2066849	8.60e-02	3.29e-02	-2.203092	-4.5437136	-0.36348016	FAM26F
ILMN_2112744	8.60e-02	3.29e-02	2.20307	-4.5437576	0.2372267	P2RX6P
ILMN_1799246	8.60e-02	3.29e-02	2.203062	-4.5437723	0.76593472	OR6C1
ILMN_1808584	8.60e-02	3.29e-02	-2.203006	-4.5438862	-0.12621329	FAM36A
ILMN_1772359	8.60e-02	3.29e-02	2.202936	-4.5440257	0.21763985	LAPTM5
ILMN_2295213	8.60e-02	3.29e-02	-2.2028	-4.5442984	-0.12231935	PDE8A
ILMN_2291455	8.61e-02	3.29e-02	-2.202546	-4.5448079	-0.33963094	FAM102A
ILMN_2251375	8.61e-02	3.29e-02	-2.202416	-4.5450678	-0.18453399	ZFP64
ILMN_1653463	8.61e-02	3.29e-02	2.202412	-4.5450755	0.56035699	SULT1C3
ILMN_1778401	8.61e-02	3.30e-02	-2.202203	-4.5454943	-0.09112444	HLA-B
ILMN_1786039	8.61e-02	3.30e-02	-2.202158	-4.5455857	-0.24671831	RNF34
ILMN_2398184	8.62e-02	3.30e-02	2.201813	-4.5462758	0.20614326	NCAM1
ILMN_1765493	8.62e-02	3.30e-02	-2.201685	-4.5465323	-0.16680457	SHKBP1
ILMN_1676003	8.62e-02	3.30e-02	2.201685	-4.5465325	0.3049872	PNOC
ILMN_2094294	8.62e-02	3.30e-02	2.201553	-4.5467968	0.32389407	NR2E1
ILMN_1765014	8.62e-02	3.30e-02	2.201381	-4.5471412	0.15089532	FOXB2
ILMN_1696167	8.63e-02	3.30e-02	2.201176	-4.5475537	0.37052391	SYT6
ILMN_1769129	8.63e-02	3.30e-02	-2.201052	-4.5478019	-0.69960233	CCL19
ILMN_3243037	8.63e-02	3.30e-02	2.201043	-4.5478185	0.1661555	TDRG1
ILMN_3241099	8.63e-02	3.30e-02	-2.201041	-4.5478224	-0.30621011	FAM172A
ILMN_2385566	8.63e-02	3.30e-02	-2.201028	-4.5478496	-0.30110271	PHYH
ILMN_1680659	8.63e-02	3.31e-02	-2.200599	-4.5487086	-0.33243104	C11orf63
ILMN_2403006	8.63e-02	3.31e-02	2.200592	-4.5487238	0.10903146	TJP1
ILMN_1717393	8.63e-02	3.31e-02	2.200591	-4.548724	0.67285698	PTCHD1
ILMN_3197097	8.64e-02	3.31e-02	-2.200426	-4.5490553	-0.39428101	TSTD1
ILMN_2355168	8.64e-02	3.31e-02	-2.200213	-4.5494816	-0.08216829	MGST1
ILMN_1806906	8.64e-02	3.31e-02	-2.200131	-4.5496461	-0.51739906	SSR3
ILMN_1676452	8.64e-02	3.31e-02	2.200079	-4.5497501	0.30576568	ADAMTS14
ILMN_3237165	8.65e-02	3.31e-02	2.199747	-4.5504149	0.14613587	LOC100128164
ILMN_1797853	8.65e-02	3.32e-02	-2.199531	-4.5508479	-0.20753497	ZNF789
ILMN_3244117	8.65e-02	3.32e-02	-2.199516	-4.550878	-0.2690613	STMN3
ILMN_3307818	8.65e-02	3.32e-02	2.199315	-4.5512808	0.15424132	C9orf106
ILMN_1680494	8.66e-02	3.32e-02	-2.198861	-4.5521897	-0.10633422	FLJ12529
ILMN_3241921	8.66e-02	3.32e-02	2.198842	-4.5522267	0.12241815	GLRA4
ILMN_1811599	8.66e-02	3.32e-02	2.19884	-4.5522321	0.74562773	OR52B6
ILMN_3239580	8.66e-02	3.32e-02	2.198832	-4.5522482	0.45132153	FAM170A
ILMN_1734855	8.66e-02	3.32e-02	2.198674	-4.5525643	0.23551722	SELPLG
ILMN_2049900	8.66e-02	3.32e-02	-2.198551	-4.5528099	-0.34959431	BTBD8
ILMN_1738784	8.66e-02	3.32e-02	-2.198496	-4.552919	-0.13476245	PPP2R5A
ILMN_1811480	8.66e-02	3.32e-02	-2.198414	-4.5530842	-0.34930485	ADPRHL2
ILMN_1692349	8.66e-02	3.32e-02	-2.19839	-4.5531313	-0.13448535	CARD18
ILMN_2220518	8.66e-02	3.33e-02	-2.198344	-4.5532239	-0.1351592	HBXIP
ILMN_1655272	8.66e-02	3.33e-02	2.198312	-4.5532881	0.43925897	SLC23A2
ILMN_1746888	8.66e-02	3.33e-02	2.198282	-4.5533482	0.29726365	PCOLCE2
ILMN_1704139	8.66e-02	3.33e-02	-2.198274	-4.553364	-0.22915555	DHRSX
ILMN_2325574	8.66e-02	3.33e-02	-2.198234	-4.5534443	-0.07973967	CASC4
ILMN_2207960	8.66e-02	3.33e-02	2.198158	-4.5535964	0.55553818	OR4D2
ILMN_1767365	8.66e-02	3.33e-02	-2.198071	-4.553771	-0.33168363	PAK1
ILMN_3257430	8.66e-02	3.33e-02	2.197997	-4.5539183	0.36610861	HNRNPUL1
ILMN_2267365	8.67e-02	3.33e-02	-2.197761	-4.5543907	-0.30019346	C11orf17
ILMN_1695020	8.67e-02	3.33e-02	-2.197512	-4.5548888	-0.30428249	NEK3
ILMN_1774705	8.67e-02	3.33e-02	2.197504	-4.5549042	0.6726021	TCEB3B
ILMN_1789645	8.67e-02	3.33e-02	-2.197395	-4.5551237	-0.24405437	IL12RB1
ILMN_1749341	8.67e-02	3.33e-02	2.197384	-4.5551445	0.75058982	LOC554226
ILMN_1694419	8.67e-02	3.33e-02	2.197288	-4.5553361	0.50592039	KRTAP8-1
ILMN_1687749	8.67e-02	3.33e-02	-2.197281	-4.5553511	-0.28020398	TFEC
ILMN_1797236	8.67e-02	3.33e-02	2.197223	-4.5554663	0.43585897	TGM2
ILMN_2141118	8.68e-02	3.34e-02	2.197052	-4.5558091	0.31850219	C15orf59
ILMN_1674036	8.68e-02	3.34e-02	2.197013	-4.5558868	0.38204465	BIRC7
ILMN_1692661	8.68e-02	3.34e-02	-2.196977	-4.5559586	-0.23606005	AKR1D1
ILMN_3235727	8.68e-02	3.34e-02	2.19696	-4.5559942	0.47985834	LOC100128641
ILMN_1697189	8.68e-02	3.34e-02	2.196627	-4.556659	0.41867923	PNCK
ILMN_2195138	8.68e-02	3.34e-02	-2.196539	-4.5568355	-0.24666045	SAMD11
ILMN_1699836	8.68e-02	3.34e-02	-2.196533	-4.5568482	-0.25660449	LSP1
ILMN_2214355	8.69e-02	3.34e-02	-2.196112	-4.5576885	-0.28167228	RAB30
ILMN_2312906	8.69e-02	3.34e-02	-2.196096	-4.5577211	-0.32165531	MIA3
ILMN_1651268	8.69e-02	3.34e-02	-2.196094	-4.5577262	-0.28194432	LOH12CR1
ILMN_1714424	8.69e-02	3.34e-02	2.196076	-4.5577618	0.18805037	PTCD3
ILMN_1690866	8.70e-02	3.35e-02	-2.1956	-4.5587142	-0.43536601	KBTBD10
ILMN_2265759	8.70e-02	3.35e-02	-2.195557	-4.5587989	-0.28405799	SLC2A11
ILMN_1670385	8.70e-02	3.35e-02	2.195539	-4.5588355	0.41566912	TUBAL3
ILMN_1773109	8.71e-02	3.35e-02	2.195063	-4.5597869	0.29260897	BAI2
ILMN_1760954	8.71e-02	3.35e-02	-2.194984	-4.5599438	-0.23446611	DENR
ILMN_1684653	8.71e-02	3.35e-02	2.194971	-4.5599714	0.22038571	GPR115
ILMN_1690253	8.71e-02	3.35e-02	2.194881	-4.5601504	0.79490799	SYNPO2L
ILMN_1741346	8.71e-02	3.35e-02	-2.194769	-4.5603752	-0.21305392	EPHB3
ILMN_1791912	8.71e-02	3.35e-02	-2.194707	-4.5604991	-0.12870921	SIDT2
ILMN_2041577	8.71e-02	3.35e-02	2.194678	-4.560557	0.30290476	GPR172A
ILMN_1742379	8.72e-02	3.36e-02	-2.194233	-4.5614463	-0.28991081	IFT122
ILMN_2399877	8.72e-02	3.36e-02	-2.194097	-4.561718	-0.40582824	COG5
ILMN_1747197	8.72e-02	3.36e-02	-2.194027	-4.5618568	-0.39450797	SLC41A2
ILMN_1806721	8.72e-02	3.36e-02	-2.193926	-4.5620601	-0.20185961	MS4A2
ILMN_1688627	8.72e-02	3.36e-02	-2.193766	-4.5623799	-0.48829118	AGBL2
ILMN_2047511	8.73e-02	3.36e-02	-2.193347	-4.5632157	-0.21836741	CENTA1
ILMN_1697054	8.73e-02	3.36e-02	2.193209	-4.5634922	0.62221344	LRRN4CL
ILMN_2368617	8.73e-02	3.37e-02	2.193099	-4.5637119	0.19621066	FKRP
ILMN_1695461	8.74e-02	3.37e-02	-2.192691	-4.5645263	-0.25713117	PTPRA
ILMN_1778382	8.74e-02	3.37e-02	2.192662	-4.5645843	0.1676171	C17orf102
ILMN_1698756	8.74e-02	3.37e-02	2.19252	-4.564869	0.3191279	B3GALT5
ILMN_1769385	8.75e-02	3.37e-02	2.192356	-4.5651958	0.16009195	LHX9
ILMN_1718731	8.75e-02	3.37e-02	2.192315	-4.5652781	0.31764658	KLK5
ILMN_1757794	8.75e-02	3.37e-02	-2.191854	-4.5661991	-0.26318443	BRWD3
ILMN_1804722	8.76e-02	3.38e-02	2.191755	-4.5663964	0.78315627	OR2J3
ILMN_1726391	8.76e-02	3.38e-02	-2.191412	-4.5670807	-0.31127166	MRPL39
ILMN_2313349	8.76e-02	3.38e-02	2.191408	-4.5670886	0.55521632	SSX3
ILMN_1758750	8.76e-02	3.38e-02	-2.191377	-4.5671507	-0.18624849	EARS2
ILMN_3311085	8.76e-02	3.38e-02	2.191321	-4.5672631	0.2020811	SNORD114-2
ILMN_1764168	8.76e-02	3.38e-02	-2.191289	-4.5673257	-0.26040037	STXBP3
ILMN_1655702	8.76e-02	3.38e-02	2.191286	-4.5673314	0.23278281	ABHD5
ILMN_3251246	8.76e-02	3.38e-02	-2.191212	-4.5674796	-0.13296044	PIGH
ILMN_1779047	8.76e-02	3.38e-02	2.191099	-4.5677051	0.18226306	GFRA4
ILMN_1697817	8.77e-02	3.38e-02	2.190893	-4.5681158	0.44067999	PANX1
ILMN_1727606	8.77e-02	3.38e-02	2.190761	-4.5683801	0.50143095	C12orf59
ILMN_2407775	8.77e-02	3.38e-02	-2.190739	-4.5684237	-0.23244148	RGS13
ILMN_1652694	8.77e-02	3.38e-02	-2.190616	-4.5686697	-0.14971436	FAM131B
ILMN_1705750	8.77e-02	3.38e-02	2.190605	-4.5686919	0.3599467	TGM2
ILMN_2168758	8.77e-02	3.39e-02	-2.190484	-4.5689337	-0.29813983	RNF11
ILMN_2272270	8.77e-02	3.39e-02	2.190398	-4.5691049	0.37915032	COL4A3
ILMN_2123392	8.77e-02	3.39e-02	2.1903	-4.5693003	0.66657837	OR4K5
ILMN_2399622	8.77e-02	3.39e-02	2.19028	-4.5693403	0.11368758	AP1G1
ILMN_1794353	8.77e-02	3.39e-02	2.190243	-4.5694137	0.43794568	ZIM3
ILMN_2389151	8.77e-02	3.39e-02	-2.19019	-4.5695188	-0.14880432	UGP2
ILMN_2099528	8.77e-02	3.39e-02	-2.189997	-4.569905	-0.26806262	BTLA
ILMN_1808071	8.78e-02	3.39e-02	2.189848	-4.570202	0.3305051	KIF14
ILMN_1725852	8.78e-02	3.39e-02	2.189827	-4.5702434	0.41721737	S100A2
ILMN_1689176	8.78e-02	3.39e-02	-2.18979	-4.5703169	-0.25062891	C4orf31
ILMN_1806122	8.78e-02	3.39e-02	2.189728	-4.5704421	0.13496678	CHD8
ILMN_1755758	8.78e-02	3.39e-02	2.189634	-4.5706294	0.14170981	RIF1
ILMN_2148796	8.78e-02	3.39e-02	-2.189439	-4.5710182	-0.23380055	MND1
ILMN_1756326	8.78e-02	3.39e-02	-2.189426	-4.5710435	-0.25577137	CKS2
ILMN_1701308	8.79e-02	3.40e-02	-2.188996	-4.5719017	-0.50140808	COL1A1
ILMN_2158548	8.79e-02	3.40e-02	-2.188914	-4.5720658	-0.15286175	NACA2
ILMN_1773262	8.79e-02	3.40e-02	2.188899	-4.572095	0.42190511	ESM1
ILMN_1775573	8.79e-02	3.40e-02	-2.188844	-4.5722043	-0.36261355	DPY19L4
ILMN_1741059	8.79e-02	3.40e-02	2.188747	-4.5723982	0.43218399	SCN1A
ILMN_2349992	8.79e-02	3.40e-02	-2.188731	-4.5724304	-0.1870487	PMS2CL
ILMN_1813230	8.79e-02	3.40e-02	2.188605	-4.5726811	0.12186892	WSCD2
ILMN_3236653	8.79e-02	3.40e-02	2.18848	-4.5729305	0.15727223	RNU1-5
ILMN_1709067	8.79e-02	3.40e-02	-2.188417	-4.5730574	-0.38105115	SAMD11
ILMN_2156115	8.79e-02	3.40e-02	-2.188374	-4.5731434	-0.36682095	IFT80
ILMN_1802901	8.80e-02	3.40e-02	2.188155	-4.5735789	0.46792358	TRPV3
ILMN_2120340	8.81e-02	3.41e-02	-2.18765	-4.5745864	-0.32983248	RUVBL2
ILMN_1772253	8.81e-02	3.41e-02	2.187565	-4.5747564	0.16159686	PHF12
ILMN_2411963	8.81e-02	3.41e-02	2.187495	-4.5748945	0.36819167	RBM39
ILMN_1814688	8.81e-02	3.41e-02	-2.187414	-4.5750573	-0.20272989	ATP8B2
ILMN_3238955	8.81e-02	3.41e-02	2.187205	-4.5754735	0.62129698	SNORD10
ILMN_1679178	8.81e-02	3.41e-02	-2.187084	-4.5757149	-0.32952479	ATP5D
ILMN_1788607	8.81e-02	3.41e-02	-2.187059	-4.5757645	-0.15415084	RPL23A
ILMN_1676946	8.82e-02	3.41e-02	-2.186945	-4.575992	-0.36928141	AP3M2
ILMN_1699309	8.82e-02	3.41e-02	2.186789	-4.5763024	0.30970515	C19orf75
ILMN_3236821	8.82e-02	3.41e-02	2.186754	-4.5763723	0.27194447	HSPBL2
ILMN_2322986	8.82e-02	3.41e-02	2.186692	-4.5764947	0.41786537	MINA
ILMN_2065273	8.82e-02	3.42e-02	-2.186363	-4.5771506	-0.58623201	NPY6R
ILMN_3239298	8.83e-02	3.42e-02	-2.186285	-4.5773068	-0.21506123	OTUD7B
ILMN_1654778	8.83e-02	3.42e-02	-2.186163	-4.5775496	-0.43627702	LSP1
ILMN_1675321	8.83e-02	3.42e-02	2.185998	-4.577879	0.29765481	PSMC3IP
ILMN_1674458	8.83e-02	3.42e-02	-2.185991	-4.5778932	-0.42677468	KLHL7
ILMN_1679464	8.83e-02	3.42e-02	2.185919	-4.5780364	0.1078841	BNC1
ILMN_1781680	8.83e-02	3.42e-02	-2.185842	-4.5781894	-0.18665779	DAP3
ILMN_1753329	8.84e-02	3.42e-02	2.185519	-4.5788325	0.60710229	PTCH2
ILMN_1680314	8.84e-02	3.42e-02	-2.185518	-4.5788341	-0.08943413	TXN
ILMN_1711826	8.84e-02	3.42e-02	2.185472	-4.578927	0.5718298	SLC24A2
ILMN_1684629	8.84e-02	3.42e-02	2.185441	-4.5789882	0.38991283	C20orf26
ILMN_1679012	8.84e-02	3.42e-02	2.185409	-4.579052	0.55817316	OR51A7
ILMN_1730818	8.84e-02	3.43e-02	2.185357	-4.5791554	0.37608614	C19orf30
ILMN_1800958	8.84e-02	3.43e-02	-2.185269	-4.5793308	-0.23356682	ALS2CR4
ILMN_1753648	8.84e-02	3.43e-02	2.185262	-4.5793449	0.78708129	SPRYD5
ILMN_1739751	8.84e-02	3.43e-02	-2.185203	-4.5794628	-0.31799772	SLC26A11
ILMN_1747831	8.84e-02	3.43e-02	2.185013	-4.5798399	0.24785933	LYZL4
ILMN_1798000	8.84e-02	3.43e-02	2.184855	-4.5801555	0.73262702	PSG1
ILMN_1793349	8.84e-02	3.43e-02	-2.184755	-4.580354	-0.32876421	MOBKL1A
ILMN_1666634	8.85e-02	3.43e-02	-2.184544	-4.5807742	-0.40654687	FAF1
ILMN_2342651	8.85e-02	3.43e-02	2.18451	-4.5808432	0.98217383	OR11H12
ILMN_1690595	8.85e-02	3.43e-02	2.184271	-4.5813177	0.53672261	ASMT
