ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7921298	0.5947	0.38306299	-8.82e-01	-5.4288	-3.37e-02	FCRL2	Fc receptor like 2
7981874	0.5947	0.3831112	8.81e-01	-5.4289	4.66e-02	GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8G	golgin A8 family member R///golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member J///golgin A8 family member S///golgin A8 family member N///golgin A8 family member E, pseudogene///golgin A8 family member G
7973108	0.5947	0.38311506	8.81e-01	-5.4289	6.30e-02	ECRP///ECRP	ribonuclease A family member 2 pseudogene///ribonuclease A family member 2 pseudogene
7904252	0.5947	0.38311992	8.81e-01	-5.4289	3.87e-02		
8098060	0.5947	0.38313304	8.81e-01	-5.4289	5.95e-02	RXFP1	relaxin/insulin like family peptide receptor 1
7915598	0.5948	0.38324418	-8.81e-01	-5.4291	-6.47e-02	BEST4	bestrophin 4
8167895	0.5949	0.3833328	8.81e-01	-5.4292	4.99e-02	FOXR2	forkhead box R2
8036890	0.5949	0.38335959	-8.81e-01	-5.4292	-6.15e-02	PRX	periaxin
8006415	0.5951	0.38344714	-8.81e-01	-5.4294	-8.24e-02	TMEM98	transmembrane protein 98
8095260	0.5951	0.38349226	8.81e-01	-5.4294	8.93e-02		
7924340	0.5951	0.38354005	8.81e-01	-5.4295	4.49e-02		
7896908	0.5951	0.38356513	8.81e-01	-5.4295	6.50e-02	PUSL1	pseudouridylate synthase-like 1
8092165	0.5953	0.38372852	8.80e-01	-5.4298	6.91e-02	GHSR	growth hormone secretagogue receptor
7981708	0.5953	0.38373297	8.80e-01	-5.4298	8.90e-02		
7981737	0.5953	0.3837489	-8.80e-01	-5.4298	-1.43e-01	IGHV3-69-1///IGHV3OR16-7	immunoglobulin heavy variable 3-69-1 (pseudogene)///immunoglobulin heavy variable 3/OR16-7 (pseudogene)
8175217	0.5953	0.38375528	-8.80e-01	-5.4298	-6.32e-02	GPC4	glypican 4
8001615	0.5953	0.38378276	8.80e-01	-5.4299	5.75e-02	CNGB1	cyclic nucleotide gated channel beta 1
8035318	0.5953	0.38378467	8.80e-01	-5.4299	5.18e-02	UNC13A	unc-13 homolog A
7898773	0.5953	0.38382672	8.80e-01	-5.4299	5.41e-02	EPHA8	EPH receptor A8
8160722	0.5955	0.38394794	-8.80e-01	-5.4301	-6.16e-02	UBAP2	ubiquitin associated protein 2
7961339	0.5955	0.38395543	-8.80e-01	-5.4301	-8.45e-02	LRP6	LDL receptor related protein 6
8038048	0.5955	0.38400259	-8.80e-01	-5.4302	-6.44e-02	CCDC114	coiled-coil domain containing 114
8068151	0.5955	0.38402056	8.80e-01	-5.4302	5.96e-02	KRTAP22-1	keratin associated protein 22-1
8130163	0.5955	0.38407452	-8.80e-01	-5.4303	-7.44e-02	RAET1G	retinoic acid early transcript 1G
7980350	0.5956	0.38414743	8.79e-01	-5.4304	3.20e-02		
7940622	0.5956	0.38415802	-8.79e-01	-5.4304	-3.13e-02	SCGB1D1	secretoglobin family 1D member 1
8001235	0.5956	0.38417106	8.79e-01	-5.4304	3.29e-02	ABCC12	ATP binding cassette subfamily C member 12
8159917	0.5958	0.3843485	-8.79e-01	-5.4307	-4.84e-02		
8012006	0.5958	0.38434887	8.79e-01	-5.4307	7.42e-02	SLC16A11	solute carrier family 16 member 11
8161727	0.5959	0.38446335	-8.79e-01	-5.4309	-7.06e-02	ABHD17B	abhydrolase domain containing 17B
8105146	0.5959	0.38446524	8.79e-01	-5.4309	5.53e-02	NIM1K	NIM1 serine/threonine protein kinase
7932221	0.596	0.38455058	-8.79e-01	-5.431	-4.60e-02	C10orf111	chromosome 10 open reading frame 111
8013833	0.596	0.38456604	8.79e-01	-5.431	4.52e-02	SEZ6	seizure related 6 homolog
8144658	0.596	0.38458496	8.79e-01	-5.4311	4.15e-02	NEIL2	nei like DNA glycosylase 2
8026533	0.596	0.38460539	-8.79e-01	-5.4311	-4.73e-02	HSH2D	hematopoietic SH2 domain containing
8122933	0.596	0.38462587	8.79e-01	-5.4311	5.05e-02	TIAM2	T-cell lymphoma invasion and metastasis 2
7973743	0.5961	0.38470391	8.78e-01	-5.4312	7.44e-02		
7921121	0.5962	0.38480949	-8.78e-01	-5.4314	-6.84e-02	MRPL24	mitochondrial ribosomal protein L24
7899882	0.5963	0.38485825	-8.78e-01	-5.4315	-7.25e-02		
8023593	0.5963	0.38487407	8.78e-01	-5.4315	5.03e-02	MC4R	melanocortin 4 receptor
8153380	0.5963	0.38489714	8.78e-01	-5.4315	6.04e-02	LY6H	lymphocyte antigen 6 complex, locus H
8116031	0.5964	0.3850006	8.78e-01	-5.4317	7.30e-02	PFN3	profilin 3
8138822	0.5965	0.38506889	8.78e-01	-5.4318	1.20e-01		
8035345	0.5965	0.38510315	-8.78e-01	-5.4318	-8.00e-02	INSL3	insulin like 3
7907394	0.5965	0.38514787	8.78e-01	-5.4319	3.78e-02		
8110569	0.5965	0.38515448	8.78e-01	-5.4319	7.34e-02	SQSTM1	sequestosome 1
8036702	0.5965	0.38516138	-8.78e-01	-5.4319	-1.11e-01	IFNL3	interferon lambda 3
7995340	0.5965	0.38519841	8.78e-01	-5.432	8.19e-02		
8040278	0.5965	0.385222	-8.77e-01	-5.432	-6.12e-02	PQLC3	PQ loop repeat containing 3
7913187	0.5966	0.38526502	8.77e-01	-5.4321	4.81e-02	TMCO4	transmembrane and coiled-coil domains 4
8137700	0.5966	0.38529833	8.77e-01	-5.4321	8.07e-02	C7orf50	chromosome 7 open reading frame 50
7912347	0.5966	0.38534552	8.77e-01	-5.4322	8.69e-02	CASZ1	castor zinc finger 1
8081546	0.5966	0.38534937	-8.77e-01	-5.4322	-1.11e-01		
8031622	0.5966	0.38536284	8.77e-01	-5.4322	8.49e-02	GALP	galanin like peptide
7965094	0.5966	0.38537905	-8.77e-01	-5.4322	-4.31e-02	E2F7	E2F transcription factor 7
8140534	0.5968	0.3855457	-8.77e-01	-5.4325	-7.10e-02	SEMA3C	semaphorin 3C
7901187	0.5968	0.38556528	-8.77e-01	-5.4325	-6.78e-02	LURAP1	leucine rich adaptor protein 1
7947867	0.5968	0.38563252	8.77e-01	-5.4326	9.89e-02	PSMC3	proteasome 26S subunit, ATPase 3
8051866	0.5968	0.3856492	8.77e-01	-5.4326	8.41e-02	ABCG5	ATP binding cassette subfamily G member 5
8027222	0.5968	0.38565687	-8.77e-01	-5.4327	-6.45e-02	CILP2	cartilage intermediate layer protein 2
8040430	0.5968	0.38565839	-8.77e-01	-5.4327	-1.03e-01	VSNL1	visinin like 1
8110104	0.5968	0.38568249	8.77e-01	-5.4327	1.03e-01		
7973948	0.5969	0.38572942	-8.77e-01	-5.4328	-8.96e-02	BRMS1L	breast cancer metastasis-suppressor 1-like
8161737	0.5971	0.38591315	-8.76e-01	-5.433	-1.13e-01		
8075659	0.5971	0.38594268	8.76e-01	-5.4331	6.29e-02	MB	myoglobin
8088337	0.5971	0.38598916	-8.76e-01	-5.4332	-5.95e-02		
8030277	0.5971	0.38599006	8.76e-01	-5.4332	7.23e-02	CD37	CD37 molecule
7953594	0.5971	0.38600306	8.76e-01	-5.4332	6.16e-02	EMG1	EMG1, N1-specific pseudouridine methyltransferase
7903117	0.5971	0.38600702	8.76e-01	-5.4332	4.27e-02		
8137448	0.5971	0.38605137	8.76e-01	-5.4332	4.93e-02	GALNT11	polypeptide N-acetylgalactosaminyltransferase 11
8157123	0.5972	0.38614253	8.76e-01	-5.4334	2.94e-02		
8070557	0.5973	0.38619631	-8.76e-01	-5.4335	-1.12e-01	ZBTB21	zinc finger and BTB domain containing 21
8026821	0.5973	0.38620148	8.76e-01	-5.4335	5.61e-02	MAP1S	microtubule associated protein 1S
7964177	0.5973	0.38624562	-8.76e-01	-5.4335	-6.54e-02	MIP	major intrinsic protein of lens fiber
8102831	0.5973	0.38625238	-8.76e-01	-5.4335	-3.87e-02	MGARP	mitochondria localized glutamic acid rich protein
8160849	0.5973	0.3862976	8.75e-01	-5.4336	1.04e-01	ARID3C	AT-rich interaction domain 3C
8104729	0.5973	0.38636147	8.75e-01	-5.4337	1.88e-02		
8161288	0.5973	0.38636595	-8.75e-01	-5.4337	-7.06e-02	CNTNAP3B///CNTNAP3P2///CNTNAP3	contactin associated protein-like 3B///contactin associated protein-like 3 pseudogene 2///contactin associated protein-like 3
8100231	0.5973	0.38638474	-8.75e-01	-5.4337	-5.26e-02	TEC	tec protein tyrosine kinase
8140127	0.5973	0.38639344	8.75e-01	-5.4338	2.94e-02		
8166919	0.5974	0.38643381	-8.75e-01	-5.4338	-5.09e-02	GPR82	G protein-coupled receptor 82
8119874	0.5974	0.38647439	-8.75e-01	-5.4339	-5.35e-02	MAD2L1BP	MAD2L1 binding protein
8173338	0.5974	0.38647531	8.75e-01	-5.4339	5.48e-02		
8050875	0.5975	0.38658957	-8.75e-01	-5.434	-6.11e-02	ASXL2///ASXL2	additional sex combs like 2, transcriptional regulator///additional sex combs like 2, transcriptional regulator
8019796	0.5976	0.38666412	8.75e-01	-5.4342	7.46e-02	MAFG	MAF bZIP transcription factor G
8058855	0.5976	0.38671571	-8.75e-01	-5.4342	-6.92e-02		
7902227	0.5977	0.38679221	-8.75e-01	-5.4343	-1.42e-01	GADD45A	growth arrest and DNA damage inducible alpha
8060539	0.5977	0.38679372	8.75e-01	-5.4343	4.56e-02	VPS16///PTPRA	VPS16, CORVET/HOPS core subunit///protein tyrosine phosphatase, receptor type A
8143599	0.5977	0.38680414	-8.75e-01	-5.4344	-3.58e-02		
8162479	0.5977	0.38681603	8.75e-01	-5.4344	6.04e-02	NUTM2B///NUTM2D///NUTM2A///NUTM2G///NUTM2F	NUT family member 2B///NUT family member 2D///NUT family member 2A///NUT family member 2G///NUT family member 2F
7950501	0.5979	0.38700463	8.74e-01	-5.4347	8.08e-02	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5
7999304	0.5979	0.38701036	-8.74e-01	-5.4347	-5.90e-02	EEF2KMT	eukaryotic elongation factor 2 lysine methyltransferase
8099084	0.598	0.38710528	8.74e-01	-5.4348	5.47e-02	FAM86EP	family with sequence similarity 86, member A pseudogene
8074364	0.598	0.38716984	-8.74e-01	-5.4349	-5.71e-02	DGCR14	DiGeorge syndrome critical region gene 14
7935025	0.598	0.38717409	-8.74e-01	-5.4349	-3.17e-02		
8013776	0.598	0.38719195	8.74e-01	-5.4349	4.70e-02	FAM222B	family with sequence similarity 222 member B
7949894	0.598	0.38720377	8.74e-01	-5.435	5.15e-02		
7924969	0.598	0.38720538	-8.74e-01	-5.435	-6.36e-02	TAF5L	TATA-box binding protein associated factor 5 like
8050160	0.5982	0.38731143	8.74e-01	-5.4351	5.15e-02	MBOAT2	membrane bound O-acyltransferase domain containing 2
8079999	0.5982	0.38737921	8.73e-01	-5.4352	3.54e-02		
8169804	0.5982	0.38740502	8.73e-01	-5.4353	3.57e-02		
8162388	0.5984	0.38751606	8.73e-01	-5.4354	2.75e-02	OMD	osteomodulin
7914851	0.5984	0.38753596	8.73e-01	-5.4354	3.21e-02	CLSPN	claspin
8058666	0.5984	0.38755353	-8.73e-01	-5.4355	-4.51e-02		
8092073	0.5985	0.38763445	-8.73e-01	-5.4356	-4.28e-02	EIF5A2	eukaryotic translation initiation factor 5A2
8044094	0.5985	0.38768552	-8.73e-01	-5.4357	-1.29e-01	TMEM182	transmembrane protein 182
7947676	0.5985	0.38769411	-8.73e-01	-5.4357	-5.38e-02	HARBI1	harbinger transposase derived 1
8105436	0.5986	0.38780926	-8.73e-01	-5.4358	-6.80e-02	MAP3K1	mitogen-activated protein kinase kinase kinase 1
8138189	0.5987	0.38786133	-8.73e-01	-5.4359	-6.51e-02	RPA3	replication protein A3
8153322	0.5987	0.38786976	8.73e-01	-5.4359	6.77e-02	ARC	activity regulated cytoskeleton associated protein
8064464	0.5988	0.388062	-8.72e-01	-5.4362	-4.99e-02	SIRPD	signal regulatory protein delta
8021725	0.5988	0.38806427	-8.72e-01	-5.4362	-6.01e-02		
8099826	0.5988	0.38806816	8.72e-01	-5.4362	4.45e-02	TLR10	toll like receptor 10
8126750	0.5988	0.38808626	8.72e-01	-5.4363	4.14e-02	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative)
7899602	0.5988	0.38812291	-8.72e-01	-5.4363	-4.83e-02		
7974363	0.5988	0.38812508	-8.72e-01	-5.4363	-8.82e-02	PTGDR	prostaglandin D2 receptor
8058106	0.5988	0.38815024	8.72e-01	-5.4364	5.67e-02		
7929674	0.5988	0.38815155	8.72e-01	-5.4364	7.48e-02	C10orf62	chromosome 10 open reading frame 62
7957608	0.5989	0.38821322	8.72e-01	-5.4364	4.69e-02	MIR492///KRT19P2	microRNA 492///keratin 19 pseudogene 2
8084299	0.5989	0.38824115	8.72e-01	-5.4365	3.56e-02	HSP90AA5P	heat shock protein 90 alpha family class A member 5, pseudogene
7958620	0.599	0.38832581	-8.72e-01	-5.4366	-6.46e-02	IFT81	intraflagellar transport 81
8154130	0.599	0.38834186	8.72e-01	-5.4366	4.78e-02		
8166784	0.5991	0.3884031	-8.72e-01	-5.4367	-9.25e-02	TSPAN7	tetraspanin 7
7916667	0.5991	0.38843152	-8.72e-01	-5.4368	-1.44e-01		
7950751	0.5991	0.38845948	-8.71e-01	-5.4368	-6.13e-02	SNORA70E	small nucleolar RNA, H/ACA box 70E
8119689	0.5991	0.38848492	8.71e-01	-5.4368	5.75e-02	PTK7	protein tyrosine kinase 7 (inactive)
8007675	0.5991	0.38853339	8.71e-01	-5.4369	6.46e-02	ADAM11	ADAM metallopeptidase domain 11
8113784	0.5992	0.38860937	8.71e-01	-5.437	4.33e-02		
8047763	0.5993	0.3887244	8.71e-01	-5.4372	7.39e-02	NRP2	neuropilin 2
7983145	0.5993	0.38872913	8.71e-01	-5.4372	4.95e-02	STARD9	StAR related lipid transfer domain containing 9
7909661	0.5993	0.38873888	-8.71e-01	-5.4372	-6.22e-02	RPS6KC1	ribosomal protein S6 kinase C1
8032699	0.5995	0.38885411	8.71e-01	-5.4374	6.82e-02	ZFR2	zinc finger RNA binding protein 2
7939184	0.5995	0.38887696	-8.71e-01	-5.4374	-5.71e-02	TCP11L1	t-complex 11 like 1
7999384	0.5995	0.38890752	-8.71e-01	-5.4375	-5.91e-02		
7961418	0.5995	0.38895866	-8.71e-01	-5.4375	-1.00e-01		
8112609	0.5995	0.3889787	8.70e-01	-5.4376	4.31e-02		
8120271	0.5995	0.3889932	-8.70e-01	-5.4376	-7.95e-02		
8149485	0.5996	0.38908719	8.70e-01	-5.4377	4.36e-02	MTMR7	myotubularin related protein 7
8143294	0.5996	0.38910714	8.70e-01	-5.4378	2.22e-02		
8011516	0.5997	0.38917797	8.70e-01	-5.4379	6.03e-02	ATP2A3	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3
7901802	0.5997	0.3891954	-8.70e-01	-5.4379	-6.35e-02	MGC34796	sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene
8021453	0.5997	0.38919589	-8.70e-01	-5.4379	-1.23e-01	SEC11C	SEC11 homolog C, signal peptidase complex subunit
7921133	0.5997	0.3892196	8.70e-01	-5.4379	6.72e-02	HDGF	hepatoma-derived growth factor
8043498	0.5997	0.38922631	-8.70e-01	-5.4379	-3.32e-02		
7919582	0.5998	0.38934883	8.70e-01	-5.4381	8.33e-02		
8027650	0.5998	0.38937098	-8.70e-01	-5.4381	-7.61e-02	UBA2	ubiquitin like modifier activating enzyme 2
8083494	0.5998	0.38938632	-8.70e-01	-5.4382	-1.55e-01	MME	membrane metallo-endopeptidase
8136580	0.5998	0.38941431	-8.70e-01	-5.4382	-5.53e-02	RAB19	RAB19, member RAS oncogene family
8023696	0.5998	0.38944478	8.70e-01	-5.4383	5.16e-02	SERPINB3	serpin family B member 3
8142524	0.5998	0.38944848	-8.70e-01	-5.4383	-1.09e-01	TSPAN12	tetraspanin 12
8060086	0.5998	0.38947582	-8.70e-01	-5.4383	-6.63e-02	COPS9///COPS9	COP9 signalosome subunit 9///COP9 signalosome subunit 9
7910634	0.6001	0.38966799	8.69e-01	-5.4386	2.45e-02		
8065194	0.6002	0.38973604	-8.69e-01	-5.4387	-9.52e-02		
8134869	0.6003	0.38981269	8.69e-01	-5.4388	1.40e-01	PCOLCE	procollagen C-endopeptidase enhancer
8087372	0.6005	0.38996343	8.69e-01	-5.439	5.27e-02	CCDC71	coiled-coil domain containing 71
8031253	0.6005	0.39001078	-8.69e-01	-5.4391	-4.54e-02	LILRP2	leukocyte immunoglobulin-like receptor pseudogene 2
8050031	0.6005	0.39006779	8.68e-01	-5.4392	4.66e-02	MYT1L	myelin transcription factor 1 like
7934278	0.6006	0.39012307	-8.68e-01	-5.4392	-2.35e-01	P4HA1///P4HA1	prolyl 4-hydroxylase subunit alpha 1///prolyl 4-hydroxylase subunit alpha 1
8076384	0.6006	0.39013273	-8.68e-01	-5.4393	-5.88e-02		
8112435	0.6006	0.39013543	8.68e-01	-5.4393	5.42e-02	LOC101928885	uncharacterized LOC101928885
7927474	0.6006	0.39021065	8.68e-01	-5.4394	4.44e-02	C10orf71	chromosome 10 open reading frame 71
7947481	0.6006	0.39021252	8.68e-01	-5.4394	7.15e-02	ELF5	E74 like ETS transcription factor 5
7950284	0.6007	0.39030819	-8.68e-01	-5.4395	-9.02e-02	RAB6A	RAB6A, member RAS oncogene family
8169868	0.6007	0.39031749	-8.68e-01	-5.4395	-8.58e-02	UTP14A	UTP14A small subunit processome component
8033248	0.6007	0.39031995	-8.68e-01	-5.4395	-1.09e-01	TNFSF14	tumor necrosis factor superfamily member 14
8119926	0.6007	0.39037	8.68e-01	-5.4396	9.21e-02	TMEM63B	transmembrane protein 63B
8073858	0.6007	0.39037031	8.68e-01	-5.4396	3.77e-02	GTSE1	G2 and S-phase expressed 1
7923850	0.6007	0.39039515	8.68e-01	-5.4396	5.25e-02	SLC26A9	solute carrier family 26 member 9
8007212	0.6007	0.39040131	8.68e-01	-5.4397	7.07e-02	STAT5A	signal transducer and activator of transcription 5A
8053200	0.6007	0.39041714	-8.68e-01	-5.4397	-5.05e-02	DQX1	DEAQ-box RNA dependent ATPase 1
8162880	0.6007	0.39046989	-8.68e-01	-5.4398	-7.22e-02	MRPL50	mitochondrial ribosomal protein L50
8137133	0.6008	0.39052817	8.68e-01	-5.4398	5.76e-02	KRBA1	KRAB-A domain containing 1
7907486	0.6008	0.39056282	-8.68e-01	-5.4399	-5.74e-02	ZBTB37	zinc finger and BTB domain containing 37
7982550	0.601	0.39069984	8.67e-01	-5.4401	4.17e-02		
8054943	0.601	0.39072562	8.67e-01	-5.4401	3.63e-02		
8081537	0.6011	0.39082569	-8.67e-01	-5.4403	-6.29e-02	TRAT1	T cell receptor associated transmembrane adaptor 1
8071671	0.6012	0.39090888	-8.67e-01	-5.4404	-5.83e-02	GNAZ	G protein subunit alpha z
8111284	0.6012	0.39091582	8.67e-01	-5.4404	4.28e-02	ERVK-19///ERVK-9///ERVK-6///ERVK-4	endogenous retrovirus group K member 19///endogenous retrovirus group K member 9///endogenous retrovirus group K member 6///endogenous retrovirus group K member 4
8142059	0.6012	0.39094558	8.67e-01	-5.4404	1.20e-01		
8112176	0.6012	0.39096551	8.67e-01	-5.4405	1.26e-01	RNU6ATAC	RNA, U6atac small nuclear (U12-dependent splicing)
7985898	0.6012	0.39101279	8.67e-01	-5.4405	4.63e-02	WDR93	WD repeat domain 93
8124455	0.6012	0.3910343	8.67e-01	-5.4406	3.82e-02		
7902592	0.6013	0.39109517	8.67e-01	-5.4407	6.26e-02	ARID3B	AT-rich interaction domain 3B
8126240	0.6014	0.39118443	8.66e-01	-5.4408	5.66e-02	LINC00951	long intergenic non-protein coding RNA 951
7927305	0.6015	0.39124259	-8.66e-01	-5.4409	-9.00e-02	AGAP5///AGAP9///AGAP12P///AGAP6///AGAP11///AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5///ArfGAP with GTPase domain, ankyrin repeat and PH domain 9///ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene///ArfGAP with GTPase domain, ankyrin repeat and PH domain 6///ArfGAP with GTPase domain, ankyrin repeat and PH domain 11///ArfGAP with GTPase domain, ankyrin repeat and PH domain 4
8153101	0.6015	0.39127897	8.66e-01	-5.4409	6.70e-02	COL22A1	collagen type XXII alpha 1 chain
8143437	0.6016	0.39136847	8.66e-01	-5.4411	6.40e-02	LOC401410	uncharacterized LOC401410
8003824	0.6017	0.39146571	8.66e-01	-5.4412	5.38e-02	CTNS	cystinosin, lysosomal cystine transporter
8075668	0.6017	0.39151191	8.66e-01	-5.4413	6.50e-02	LOC284912	uncharacterized LOC284912
7898875	0.6018	0.39153866	-8.66e-01	-5.4413	-1.22e-01	RPL11	ribosomal protein L11
8155572	0.6018	0.39156065	-8.66e-01	-5.4413	-6.77e-02	LINC01597///FAM27B	long intergenic non-protein coding RNA 1597///family with sequence similarity 27 member B
8005305	0.6018	0.39159874	8.66e-01	-5.4414	6.49e-02	GID4	GID complex subunit 4 homolog
7956908	0.6018	0.39162633	-8.66e-01	-5.4414	-6.38e-02		
8102523	0.6018	0.39164679	8.66e-01	-5.4415	4.18e-02	FABP2	fatty acid binding protein 2
7969531	0.6018	0.39165418	8.66e-01	-5.4415	2.94e-02		
7939959	0.6019	0.39175747	8.65e-01	-5.4416	3.24e-02	OR5AS1	olfactory receptor family 5 subfamily AS member 1
8069633	0.6019	0.39178913	-8.65e-01	-5.4417	-6.34e-02	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6
8003145	0.6019	0.39180457	8.65e-01	-5.4417	1.05e-01	LOC654780	splicing factor proline/glutamine-rich
8137537	0.6019	0.39181512	-8.65e-01	-5.4417	-3.28e-02	EN2	engrailed homeobox 2
8124901	0.6019	0.39182732	8.65e-01	-5.4417	6.24e-02	HLA-C///HLA-B///HLA-A///HLA-B///HLA-A	major histocompatibility complex, class I, C///major histocompatibility complex, class I, B///major histocompatibility complex, class I, A///major histocompatibility complex, class I, B///major histocompatibility complex, class I, A
7982348	0.6019	0.39186477	8.65e-01	-5.4418	5.74e-02		
7921623	0.6019	0.3918662	-8.65e-01	-5.4418	-3.26e-02		
7896759	0.6019	0.39193064	8.65e-01	-5.4419	1.17e-01	LINC01128	long intergenic non-protein coding RNA 1128
7918558	0.602	0.39198411	8.65e-01	-5.442	1.27e-01	KCND3	potassium voltage-gated channel subfamily D member 3
8142497	0.6021	0.39205316	8.65e-01	-5.4421	5.24e-02	CTTNBP2	cortactin binding protein 2
8019088	0.6021	0.39206949	8.65e-01	-5.4421	7.13e-02	LOC100131170	uncharacterized LOC100131170
8030879	0.6021	0.39210125	8.65e-01	-5.4421	2.96e-02		
8173926	0.6023	0.39228707	8.64e-01	-5.4424	3.50e-02		
8176093	0.6023	0.39231776	8.64e-01	-5.4424	6.10e-02	LAGE3	L antigen family member 3
8039139	0.6024	0.39236287	8.64e-01	-5.4425	6.44e-02	LENG1	leukocyte receptor cluster member 1
7904421	0.6024	0.39238519	8.64e-01	-5.4425	4.33e-02	HSD3B1	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1
8105153	0.6024	0.39239614	-8.64e-01	-5.4426	-1.12e-01	NNT	nicotinamide nucleotide transhydrogenase
7961182	0.6024	0.39245422	-8.64e-01	-5.4426	-6.71e-02	KLRC2	killer cell lectin like receptor C2
8066303	0.6024	0.39245726	-8.64e-01	-5.4426	-5.34e-02	CHD6	chromodomain helicase DNA binding protein 6
7921076	0.6024	0.39249684	8.64e-01	-5.4427	8.39e-02	GPATCH4	G-patch domain containing 4
7984524	0.6027	0.39271043	-8.64e-01	-5.443	-4.65e-02	PAQR5	progestin and adipoQ receptor family member 5
8099304	0.6027	0.39275323	8.64e-01	-5.4431	5.55e-02	ACOX3	acyl-CoA oxidase 3, pristanoyl
7906194	0.6027	0.39276733	8.64e-01	-5.4431	4.69e-02	GPATCH4	G-patch domain containing 4
8052303	0.6028	0.39279813	8.63e-01	-5.4431	2.22e-02		
8158523	0.6028	0.3928209	8.63e-01	-5.4432	7.38e-02	PTPA	protein phosphatase 2 phosphatase activator
8119102	0.6028	0.39285505	-8.63e-01	-5.4432	-5.81e-02	RAB44	RAB44, member RAS oncogene family
7941608	0.6028	0.39288673	-8.63e-01	-5.4433	-4.62e-02		
8046160	0.6028	0.39290208	-8.63e-01	-5.4433	-3.52e-02	KLHL41	kelch like family member 41
7973296	0.6028	0.39290356	8.63e-01	-5.4433	4.77e-02	OR4E2	olfactory receptor family 4 subfamily E member 2
8104656	0.6028	0.39294727	8.63e-01	-5.4434	5.94e-02		
7970139	0.6029	0.39303858	-8.63e-01	-5.4435	-6.08e-02	TEX29	testis expressed 29
8124391	0.6029	0.39305143	8.63e-01	-5.4435	5.64e-02	HIST1H2AB	histone cluster 1, H2ab
8151890	0.6029	0.39308948	8.63e-01	-5.4436	9.38e-02	TP53INP1	tumor protein p53 inducible nuclear protein 1
7935114	0.6029	0.39310326	-8.63e-01	-5.4436	-3.85e-02		
7989770	0.6029	0.3931204	-8.63e-01	-5.4436	-5.84e-02	IGDCC3	immunoglobulin superfamily DCC subclass member 3
7968746	0.6029	0.39314442	-8.63e-01	-5.4436	-1.04e-01	WBP4	WW domain binding protein 4
8178059	0.6029	0.39317312	8.63e-01	-5.4437	1.35e-01	LY6G5B	lymphocyte antigen 6 complex, locus G5B
7948133	0.603	0.39323517	8.63e-01	-5.4438	4.06e-02	OR5M3	olfactory receptor family 5 subfamily M member 3
8069150	0.603	0.39324075	-8.63e-01	-5.4438	-1.02e-01	KRTAP10-9	keratin associated protein 10-9
8173206	0.603	0.39327444	-8.63e-01	-5.4438	-7.36e-02		
8035175	0.603	0.39329159	8.63e-01	-5.4439	7.40e-02		
8021199	0.603	0.39333803	-8.62e-01	-5.4439	-5.94e-02	MAPK4	mitogen-activated protein kinase 4
8132998	0.603	0.39335233	8.62e-01	-5.4439	1.59e-01		
8162729	0.603	0.39336455	8.62e-01	-5.444	6.31e-02	TRIM14	tripartite motif containing 14
8112763	0.6031	0.39346962	8.62e-01	-5.4441	4.47e-02	OTP	orthopedia homeobox
7945648	0.6033	0.3936079	-8.62e-01	-5.4443	-7.56e-02	KRTAP5-2	keratin associated protein 5-2
8084708	0.6036	0.39383069	-8.62e-01	-5.4446	-1.27e-01	SNORA4///EIF4A2	small nucleolar RNA, H/ACA box 4///eukaryotic translation initiation factor 4A2
8059014	0.6037	0.39397421	8.61e-01	-5.4448	7.67e-02	FEV	FEV, ETS transcription factor
8090637	0.6037	0.39398256	8.61e-01	-5.4449	9.74e-02		
8098259	0.6037	0.3939875	8.61e-01	-5.4449	2.42e-02		
8151707	0.6037	0.39399652	8.61e-01	-5.4449	3.23e-02		
7977119	0.6037	0.39401186	-8.61e-01	-5.4449	-7.41e-02	APOPT1	apoptogenic 1, mitochondrial
7897522	0.6037	0.39405935	8.61e-01	-5.445	5.90e-02	RBP7	retinol binding protein 7
7984511	0.6037	0.39406118	8.61e-01	-5.445	3.40e-02	EWSAT1	Ewing sarcoma associated transcript 1
7960438	0.6039	0.39419925	-8.61e-01	-5.4452	-4.87e-02	ANO2	anoctamin 2
7898609	0.6039	0.39421568	-8.61e-01	-5.4452	-8.70e-02	PLA2G5	phospholipase A2 group V
8133163	0.604	0.39430523	-8.61e-01	-5.4453	-6.06e-02		
7912209	0.604	0.3943054	-8.61e-01	-5.4453	-4.98e-02		
